SEBI REPORT For Trade date 19-May-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,477283.67,
2,Fresh Exposure taken during the day,14267.17,
3,Exposure liquidated during the day,11865.71,
4,Net scripwise outstanding at the end of the day,479685.12,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,28092,99.82
Reliance Industries Ltd,INE002A01018,343439,4840.43
SJVN LIMITED,INE002L01015,711245,589.33
Mahanagar Gas Limited,INE002S01010,18538,223.57
"Siemens Ltd.,",INE003A01024,4632,168.18
Protean eGov Technologies Limited,INE004A01022,49840,421.59
Avantel Limited,INE005B01027,206348,329.62
ASTRAL LIMITED,INE006I01046,17729,278.44
CRISIL Ltd.,INE007A01025,2154,99.71
Geojit Financial Services Limited,INE007B01023,30679,22.45
Fedbank Financial Services Limited,INE007N01010,52603,77.22
IDBI LTD,INE008A01015,1400155,1139.09
Infosys Ltd,INE009A01021,355013,4508.27
Bikaji Foods International Limited,INE00E101023,8899,68.70
Hariom Pipe Industries Limited,INE00EV01017,8761,33.23
Prudent Corporate Advisory Services Limited,INE00F201020,200,5.28
ACUTAAS CHEMICALS LIMITED,INE00FF01025,8599,203.98
SWIGGY LIMITED,INE00H001014,367980,1164.81
STOVE KRAFT LIMITED,INE00IN01015,11931,71.37
Craftsman Automation Limited,INE00LO01017,1341,119.98
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,340217,800.83
Interarch Building Solutions Limited,INE00M901018,4903,96.39
Studds Accessories Limited,INE00Q601028,5846,30.86
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,7608,147.48
Highway Infrastructure Limited,INE00RL01028,11,0.01
Nila Spaces Ltd,INE00S901012,1000,0.15
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,32670,39.63
Manorama Industries Limited,INE00VM01036,7167,103.15
AFFLE 3I LIMITED,INE00WC01027,12530,211.64
SEDEMAC MECHATRONICS LIMITED,INE00XB01019,624,12.15
Flair Writing Industries Limited,INE00Y201027,2315,7.64
A B INFRABUILD LIMITED,INE00YB01025,6145,0.96
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2058,10.29
Entero Healthcare Solutions Limited,INE010601016,334,3.86
PRISM JOHNSON LIMITED.,INE010A01011,26964,38.18
Zydus Lifesciences Limited,INE010B01027,11455,114.45
