SEBI REPORT For Trade date 18-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,345648.00,
2,Fresh Exposure taken during the day,7987.16,
3,Exposure liquidated during the day,5353.02,
4,Net scripwise outstanding at the end of the day,348282.14,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17286,68.42
Reliance Industries Ltd,INE002A01018,88661,1261.61
SJVN LIMITED,INE002L01015,589797,576.73
Mahanagar Gas Limited,INE002S01010,19771,265.13
"Siemens Ltd.,",INE003A01024,13238,442.56
Protean eGov Technologies Limited,INE004A01022,63225,737.66
Avantel Limited,INE005B01027,321114,569.96
ASTRAL LIMITED,INE006I01046,8800,134.78
CRISIL Ltd.,INE007A01025,2179,109.02
Geojit Financial Services Limited,INE007B01023,43150,47.05
Fedbank Financial Services Limited,INE007N01010,42860,61.54
IDBI LTD,INE008A01015,901311,859.42
Infosys Ltd,INE009A01021,117978,1801.36
Bikaji Foods International Limited,INE00E101023,13212,102.79
Hariom Pipe Industries Limited,INE00EV01017,12453,57.67
Prudent Corporate Advisory Services Limited,INE00F201020,1615,42.27
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4134,65.42
SWIGGY LIMITED,INE00H001014,226836,971.51
STOVE KRAFT LIMITED,INE00IN01015,7670,50.11
Craftsman Automation Limited,INE00LO01017,551,37.15
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,243364,681.88
Interarch Building Solutions Limited,INE00M901018,303,7.40
DALMIA BHARAT LIMITED,INE00R701025,7905,171.70
Highway Infrastructure Limited,INE00RL01028,1034,0.82
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,36607,51.55
Manorama Industries Limited,INE00VM01036,7621,109.76
AFFLE 3I LIMITED,INE00WC01027,11084,210.26
Flair Writing Industries Limited,INE00Y201027,3828,12.53
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1436,9.31
Entero Healthcare Solutions Limited,INE010601016,898,10.39
PRISM JOHNSON LIMITED.,INE010A01011,12285,19.47
Zydus Lifesciences Limited,INE010B01027,29171,290.17
Tejas Networks Limited,INE010J01012,128192,884.82
L&T Technology Services Limited,INE010V01017,5239,225.75
BALU FORGE INDUSTRIES LIMITED,INE011E01029,4355,27.63
Tega Industries Limited,INE011K01018,6138,124.55
ACC,INE012A01025,101308,1843.33
Onesource Specialty Pharma Limited,INE013P01021,1447,28.31
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,338,3.09
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,42316,226.93
"Great Eastern Shipping Co. Ltd.,",INE017A01032,43752,464.42
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,21207,785.76
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,11435,102.76
JSW SL,INE019A01038,18593,217.97
Himadri Speciality Chemical Ltd.,INE019C01026,85180,417.19
STANLEY LIFESTYLES LIMITED,INE01A001028,1068,3.24
Antony Waste Handling Cell Limited,INE01BK01022,4862,28.25
Vishal Mega Mart Limited,INE01EA01019,420291,606.15
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,7332,23.44
Sky Gold And Diamonds Limited,INE01IU01018,17363,60.88
eMudhra Limited,INE01QM01018,10470,72.12
Vikran Engineering Limited,INE01R501028,55258,58.75
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,609146,2383.31
Asian Paints Ltd.,INE021A01026,11895,328.71
Dodla Dairy Limited,INE021O01019,1650,21.54
ASIAN GRANITO INDIA LIMITED,INE022I01019,7830,5.40
Indian Energy Exchange Limited,INE022Q01020,186674,298.22
Aeroflex Industries Limited,INE024001021,79670,152.09
GRAVITA INDIA LIMITED,INE024L01027,21420,384.24
Goldiam International Ltd.,INE025B01025,52686,215.88
Artemis Medicare Services Limited,INE025R01021,2340,7.23
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,107852,220.40
RASHTRIYA CH,INE027A01015,251267,422.50
Max Healthcare Institute Limited,INE027H01010,25780,311.87
Bank Of Baroda,INE028A01039,114585,312.36
BHARAT PETRO,INE029A01011,55816,199.02
Kalyani Investment Company Limited,INE029L01018,1,0.06
ROSSARI BIOTECH LIMITED,INE02A801020,2826,19.07
Axita Cotton Limited,INE02EZ01022,3071,0.31
Raymond Lifestyle Limited,INE02ID01020,11194,138.86
Azad Engineering Limited,INE02IJ01035,24709,427.13
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,9312,25.79
Borosil Limited,INE02PY01013,6967,25.11
Brainbees Solutions Limited,INE02RE01045,44619,168.39
WONDER ELECTRICALS LIMITED,INE02WG01024,12503,20.64
Electronics Mart India Limited,INE02YR01019,53822,84.47
"Hindustan Unilever Ltd.,",INE030A01027,16918,426.30
Housing &Urban Development Corporation Ltd.,INE031A01017,275122,676.78
Ajanta Pharma Ltd.,INE031B01049,2466,63.93
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1008472,1325.05
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,14564,48.85
Arvind SmartSpaces Limited,INE034S01021,4079,28.74
SOTL,INE035D01020,1019,4.77
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,29999,34.64
KARUR VYSYA,INE036D01028,12719,27.35
Concord Enviro Systems Limited,INE037Z01029,1162,6.22
Hindalco Industries Ltd.,INE038A01020,44915,353.58
T.V.Today Network Limited,INE038F01029,291,0.62
IFCI LTD,INE039A01010,520062,314.73
"Jamna Auto Industries Ltd.,",INE039C01032,116999,121.08
JASH ENGINEERING LIMITED,INE039O01029,8296,42.04
Max Estates Limited,INE03EI01018,2617,12.42
Go Digit General Insurance Limited,INE03JT01014,7989,28.82
Brigade Hotel Ventures Limited,INE03NU01014,4912,4.20
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2063,19.87
Cohance Lifesciences Limited,INE03QK01018,15564,117.12
Chemcon Speciality Chemicals Limited,INE03YM01018,193,0.48
HDFC Bank Ltd.,INE040A01034,111687,1115.60
Mayur Uniquoters ltd.,INE040D01038,296,1.73
SUZLON ENERGY LTD.,INE040H01021,7026912,4298.64
"Dhampur Sugar Mills Ltd.,",INE041A01016,48615,71.61
Escorts Kubota Limited,INE042A01014,5266,194.76
Vijaya Diagnostic Centre Limited,INE043W01024,2697,27.51
Sun Pharmaceutical Industries Ltd.,INE044A01036,16678,273.84
Paras Defence and Space Technologies Limited,INE045601023,20304,153.21
ADOR WELDING,INE045A01017,25443,274.85
Nelco Ltd,INE045B01015,11963,105.77
Fineotex Chemical Limited,INE045J01034,158380,49.37
Reliance Industrial Infrastructure,INE046A01015,7173,67.27
Muthoot Microfin Limited,INE046W01019,10540,16.23
GRASIM INDUS,INE047A01021,7602,210.95
JAGSONPAL PH,INE048B01035,9880,23.61
Navin Fluorent International Ltd,INE048G01026,1040,54.53
"Himatsingka Seide Ltd.,",INE049A01027,100298,136.47
Wockhardt Ltd,INE049B01025,71072,1014.42
SBC EXPORTS LIMITED,INE04AK01028,416597,102.58
KPIT Technologies Ltd,INE04I401011,25242,329.11
ETHOS LIMITED,INE04TZ01018,349,9.24
Seshaasai Technologies Limited,INE04VU01023,920,3.09
Prakash Pipes Limited,INE050001010,6090,24.62
Elin Electronics Limited,INE050401020,3573,7.67
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3010,57.89
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6191,96.53
Rane (Madras)  Ltd.,INE050H01012,2140,17.11
Vardhman Special Steels Ltd,INE050M01012,3162,9.30
Vakrangee Softwares Ltd.,INE051B01021,3950,0.53
Windsor Machines Limited,INE052A01021,1270,4.01
Camlin Fine Sciences Ltd,INE052I01032,7068,12.83
BEST AGROLIFE LIMITED,INE052T01013,1176,4.17
Indian Hotels Co. Ltd,INE053A01029,92225,690.29
Indian Railway Finance Corporation,INE053F01010,1558286,2145.43
"V.I.P. Industries Ltd.,",INE054A01027,13388,60.29
Waterbase Limited,INE054C01015,32633,16.82
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7698,165.57
Cyient DLM Limited,INE055S01018,25053,120.57
Refex Industries Limited,INE056I01025,17629,65.09
Sanofi India Ltd,INE058A01010,1028,52.56
"Cipla Ltd.,",INE059A01026,19838,308.50
La Opala RG Ltd.,INE059D01020,6374,16.43
Hindware Home Innovation Limited,INE05AN01011,3924,12.80
Ratnaveer Precision Engineering Limited,INE05CZ01011,6015,9.41
Indogulf Cropsciences Limited,INE05J901018,955,1.04
Likhitha Infrastructure Limited,INE060901027,2872,8.64
Navneet Education Limited,INE060A01024,11128,16.12
FORTIS HEALTHCARE LIMITED,INE061F01013,19064,186.33
"State Bank Of India,",INE062A01020,69460,598.43
Pondy Oxides & Chemicals Limited,INE063E01053,3685,47.61
Equitas Small Finance Bank Limited,INE063P01018,218328,138.62
Trident Ltd.,INE064C01022,889290,270.55
AEROFLEX ENTERPRISES LIMITED,INE065D01027,6158,6.32
Indegene Limited,INE065X01017,15559,86.94
Eicher Motors Ltd.,INE066A01021,4009,270.19
Hindustan Aeronautics Limited,INE066F01020,87462,4175.49
Wonderla Holidays Limited,INE066O01014,11596,76.04
Inox Wind Limited,INE066P01011,505969,846.29
CG Power and Industrial Solutions Limited,INE067A01029,74733,551.75
CANTABIL RETAIL INDIA LIMITED,INE068L01024,4371,12.05
Gland Pharma Limited,INE068V01023,3008,58.10
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,635577,666.03
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,631,1.71
