SEBI REPORT For Trade date 14-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
STANLEY LIFESTYLES LIMITED,INE01A001028,1749,4.64
Antony Waste Handling Cell Limited,INE01BK01022,3989,22.61
Aartech Solonics Limited,INE01C001026,0,0.00
Vishal Mega Mart Limited,INE01EA01019,312556,440.58
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,12050,34.75
Sky Gold And Diamonds Limited,INE01IU01018,16397,57.38
eMudhra Limited,INE01QM01018,8024,53.15
Vikran Engineering Limited,INE01R501028,508918,512.47
Canara HSBC Life Insurance Company Limited,INE01TY01017,3632,5.17
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,526939,2042.81
Asian Paints Ltd.,INE021A01026,10892,305.41
Dodla Dairy Limited,INE021O01019,468,5.94
ASIAN GRANITO INDIA LIMITED,INE022I01019,11568,8.25
Indian Energy Exchange Limited,INE022Q01020,192936,301.45
Nalwa Sons Investment Ltd,INE023A01030,45,2.92
Aeroflex Industries Limited,INE024001021,45401,90.08
SHILCHAR TEC,INE024F01011,2299,86.14
GRAVITA INDIA LIMITED,INE024L01027,15692,286.62
Goldiam International Ltd.,INE025B01025,57794,233.74
Artemis Medicare Services Limited,INE025R01021,2415,7.45
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,123215,244.75
RASHTRIYA CH,INE027A01015,261093,425.59
Max Healthcare Institute Limited,INE027H01010,31815,364.53
Bank Of Baroda,INE028A01039,112558,323.27
BHARAT PETRO,INE029A01011,84041,302.36
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2177,13.85
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,10261,122.87
Azad Engineering Limited,INE02IJ01035,21151,366.06
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,15944,43.34
Borosil Limited,INE02PY01013,6751,23.03
Brainbees Solutions Limited,INE02RE01045,43348,153.85
WONDER ELECTRICALS LIMITED,INE02WG01024,12843,21.77
Electronics Mart India Limited,INE02YR01019,66358,90.39
"Hindustan Unilever Ltd.,",INE030A01027,11869,295.90
Housing &Urban Development Corporation Ltd.,INE031A01017,446546,1055.06
Ajanta Pharma Ltd.,INE031B01049,1911,54.09
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,952965,1244.74
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,16972,54.47
Arvind SmartSpaces Limited,INE034S01021,4230,29.60
SOTL,INE035D01020,1212,5.54
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,8768,11.67
KARUR VYSYA,INE036D01028,18534,44.08
Concord Enviro Systems Limited,INE037Z01029,595,3.22
Hindalco Industries Ltd.,INE038A01020,36200,313.84
T.V.Today Network Limited,INE038F01029,232,0.46
IFCI LTD,INE039A01010,538750,318.19
"Jamna Auto Industries Ltd.,",INE039C01032,67302,75.28
JASH ENGINEERING LIMITED,INE039O01029,8313,41.97
Max Estates Limited,INE03EI01018,3590,16.75
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,7050,25.22
Brigade Hotel Ventures Limited,INE03NU01014,2478,2.13
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,3238,30.18
Cohance Lifesciences Limited,INE03QK01018,13194,89.63
Chemcon Speciality Chemicals Limited,INE03YM01018,295,0.67
HDFC Bank Ltd.,INE040A01034,169524,1666.32
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,6996798,4116.13
"Dhampur Sugar Mills Ltd.,",INE041A01016,44195,63.43
Escorts Kubota Limited,INE042A01014,3498,130.43
Vijaya Diagnostic Centre Limited,INE043W01024,1574,15.99
Sun Pharmaceutical Industries Ltd.,INE044A01036,18992,319.32
Paras Defence and Space Technologies Limited,INE045601023,36717,264.87
ADOR WELDING,INE045A01017,650,7.17
Nelco Ltd,INE045B01015,12230,103.92
Fineotex Chemical Limited,INE045J01034,131717,39.02
Reliance Industrial Infrastructure,INE046A01015,6160,57.16
Muthoot Microfin Limited,INE046W01019,4466,7.71
GRASIM INDUS,INE047A01021,2962,84.47
JAGSONPAL PH,INE048B01035,4337,10.52
Navin Fluorent International Ltd,INE048G01026,1271,71.40
"Himatsingka Seide Ltd.,",INE049A01027,58801,78.65
Wockhardt Ltd,INE049B01025,76762,1101.76
SBC EXPORTS LIMITED,INE04AK01028,407353,100.64
KPIT Technologies Ltd,INE04I401011,23436,303.35
ETHOS LIMITED,INE04TZ01018,500,14.24
Seshaasai Technologies Limited,INE04VU01023,1748,5.35
Prakash Pipes Limited,INE050001010,4214,17.97
Elin Electronics Limited,INE050401020,1432,3.10
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3449,64.98
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6913,96.28
Rane (Madras)  Ltd.,INE050H01012,2260,18.00
Vardhman Special Steels Ltd,INE050M01012,2050,6.11
Vakrangee Softwares Ltd.,INE051B01021,12950,1.24
Windsor Machines Limited,INE052A01021,2547,7.43
Camlin Fine Sciences Ltd,INE052I01032,18264,29.59
Sahyog Multibase Limited,INE052T01013,922,3.80
BEST AGROLIFE LIMITED,INE052T01021,49021,15.02
Indian Hotels Co. Ltd,INE053A01029,78437,579.69
Indian Railway Finance Corporation,INE053F01010,1626822,2205.45
"V.I.P. Industries Ltd.,",INE054A01027,15612,68.18
Waterbase Limited,INE054C01015,14297,7.24
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,6942,148.95
Cyient DLM Limited,INE055S01018,29370,137.52
IVALUE INFOSOLUTIONS LIMITED,INE056801025,233,0.66
Refex Industries Limited,INE056I01025,18803,56.84
Sanofi India Ltd,INE058A01010,753,36.16
"Cipla Ltd.,",INE059A01026,20097,304.91
La Opala RG Ltd.,INE059D01020,5735,14.28
Hindware Home Innovation Limited,INE05AN01011,4029,13.06
Ratnaveer Precision Engineering Limited,INE05CZ01011,12326,19.61
Indogulf Cropsciences Limited,INE05J901018,525,0.60
Likhitha Infrastructure Limited,INE060901027,1333,4.04
Navneet Education Limited,INE060A01024,9700,13.86
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,14919,140.80
"State Bank Of India,",INE062A01020,53851,486.47
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,2913,39.42
Equitas Small Finance Bank Limited,INE063P01018,144177,93.47
TIMES GROUP,INE064A01026,461212,1565.74
Trident Ltd.,INE064C01022,745291,222.46
AEROFLEX ENTERPRISES LIMITED,INE065D01027,6651,6.54
Indegene Limited,INE065X01017,9794,55.98
Eicher Motors Ltd.,INE066A01021,2216,153.70
Hindustan Aeronautics Limited,INE066F01020,92811,4355.34
Wonderla Holidays Limited,INE066O01014,11764,76.65
Inox Wind Limited,INE066P01011,531611,840.01
CG Power and Industrial Solutions Limited,INE067A01029,90554,629.22
CANTABIL RETAIL INDIA LIMITED,INE068L01024,25893,66.63
Gland Pharma Limited,INE068V01023,9331,165.80
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,5222,6.69
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1181,2.77
INDIQUBE SPACES LIMITED,INE06ST01018,1074,2.50
LAXMI INDIA FINANCE LIMITED,INE06WU01026,5920,8.44
Gem Aromatics Limited,INE06XZ01023,1797,3.22
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,4485,10.51
SHREE CEMENT,INE070A01015,180,50.24
Jai Corp Limited,INE070D01027,36270,57.38
INSECTCID,INE070I01018,155,1.17
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,3584,56.09
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,2718,29.21
Sona BLW Precision Forgings Limited,INE073K01018,47249,233.95
Praj Industries Ltd.,INE074A01025,128445,513.45
Paramount Communications Ltd.,INE074B01023,102107,49.98
WIPRO LTD.,INE075A01022,93477,250.56
G M BREWERIE,INE075D01018,4792,55.17
HealthCare Global Enterprises Limited,INE075I01017,1980,13.01
SIYAR SILK M,INE076B01028,3602,26.93
IFB Agro Industries Ltd,INE076C01018,31,0.43
GOCL Corporation Limited ,INE077F01035,404,1.49
Vikram Solar Limited,INE078V01014,53856,149.26
Ambuja Cements Ltd.,INE079A01024,67261,385.66
Gateway Distriparks Limited,INE079J01017,73166,49.41
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,58891,229.51
Easy Trip Planners Limited,INE07O001026,1489548,186.81
NDR Auto Components Limited,INE07OG01012,421,4.00
Supriya Lifescience Limited,INE07RO01027,11285,86.42
Pavna Industries Limited,INE07S101038,8887,2.51
Restaurant Brands Asia Limited,INE07T201019,160231,118.46
IRM ENERGY LIMITED,INE07U701015,8727,28.84
HITACHI ENERGY INDIA LIMITED,INE07Y701011,3137,608.26
LLOYDS ENTERPRISES LIMITED,INE080I01025,3084908,2376.37
TATA IORN AN,INE081A01020,415647,714.86
"Kopran Ltd.,",INE082A01010,2039,3.40
Morepen Laboratories Ltd.,INE083A01026,286512,159.46
Themis Medicare Ltd.,INE083B01024,4656,6.09
BANK OF INDI,INE084A01016,242765,336.88
Amanta Healthcare Limited,INE084K01015,48,0.06
RACE ECO CHAIN LIMITED,INE084Q01012,81,0.14
WeWork India Management Limited,INE085001019,1113,7.02
CHAMBAL FERT,INE085A01013,592005,2628.91
Thangamayil Jewellery Limited,INE085J01014,696,27.85
"Electrosteel Castings Ltd.,",INE086A01029,248133,244.61
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,951078,312.98
Paradeep Phosphates Limited,INE088F01024,459453,802.24
DR.REDDY'S L,INE089A01031,11568,145.51
Sterlite Technologies Limited.,INE089C01029,24187,26.08
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,23810,28.66
Krsnaa Diagnostics Limited,INE08LI01020,680,5.53
M & B ENGINEERING LIMITED,INE08N601015,12822,50.41
SANSTAR LIMITED,INE08NE01025,2257,2.43
Samhi Hotels Limited,INE08U801020,75968,154.86
Greenpanel Industries Limited,INE08ZM01014,4655,13.50
Scoda Tubes Limited,INE090501011,13938,23.90
ICICI Bank Ltd.,INE090A01021,35751,500.96
Jai Balaji Industries Limited,INE091G01026,82782,70.32
TATA CHEMICA,INE092A01019,53855,454.90
INDIA NIPP E,INE092B01025,195,1.68
IDFC FIRST BANK LIMITED,INE092T01019,724518,562.18
Hexaware Technologies Limited,INE093A01041,5588,40.32
OBEROI REALTY LIMITED,INE093I01010,4231,74.18
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,195996,130.13
HINDUSTAN PE,INE094A01015,75713,351.64
Ashika Credit Capital Ltd.,INE094B01013,19000,67.45
Kolte-Patil Developers Ltd,INE094I01018,4519,16.04
UTI Asset Management Company Limited,INE094J01016,8032,103.55
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,34832,321.52
NBCC (India) Limited,INE095N01031,471779,561.27
NUCLEU SOF E,INE096B01018,668,7.55
Amrutanjan Health Care Limited,INE098F01031,256,1.93
Mishra Dhatu Nigam Limited,INE099Z01011,63777,242.74
Aarti Surfactants Limited,INE09EO01013,102,0.41
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2114,76.69
Indigo Paints Limited,INE09VQ01012,1385,16.82
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,5960,28.41
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,181975,164.19
Ceigall India Limited,INE0AG901020,3041,8.14
Hemisphere Properties India Limited,INE0AJG01018,62312,95.57
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,1261,17.75
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1495,6.66
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,373,0.65
Bansal Wire Industries Limited,INE0B9K01025,3351,10.82
Go Fashion (India) Limited,INE0BJS01011,8365,51.63
Premier Energies Limited,INE0BS701011,775747,7826.86
C.E. Info Systems Limited,INE0BV301023,4402,79.39
Aether Industries Limited,INE0BWX01014,3562,30.31
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,6071,11.40
Jubilant Ingrevia Limited,INE0BY001018,9362,69.05
Oswal Pumps Limited,INE0BYP01024,32895,205.91
Urban Company Limited,INE0CAZ01013,17814,23.89
Mukka Proteins Limited,INE0CG401037,31745,12.10
Knowledge Marine & Engineering Works Limited,INE0CJD01029,2327,40.78
Western Carriers (India) Limited,INE0CJF01024,37874,49.41
RateGain Travel Technologies Limited,INE0CLI01024,214612,656.70
Meghmani Organics Limited,INE0CT101020,430091,338.27
GMR Power and Urban Infra Limited,INE0CU601026,70162,84.77
Anthem Biosciences Limited,INE0CZ201020,10354,75.00
Sigachi Industries Limited,INE0D0K01022,291215,111.24
India Pesticides Limited,INE0D6701023,29588,60.72
Ksolves India Limited,INE0D6I01023,922,4.15
RailTel Corporation of India Limited,INE0DD101019,137331,541.96
PIRAMAL PHARMA LIMITED,INE0DK501011,253583,511.43
Fairchem Organics Limited,INE0DNW01011,1744,17.82
INNOVA CAPTAB LIMITED,INE0DUT01020,795,7.00
Syrma SGS Technology Limited,INE0DYJ01015,61486,467.16
HMA Agro Industries Limited,INE0ECP01024,976,0.29
TARC LIMITED,INE0EK901012,76871,131.24
Network People Services Technologies Limited,INE0FFK01017,1149,22.63
Deep Industries Limited,INE0FHS01024,13553,62.17
Motisons Jewellers Limited,INE0FRK01020,336733,62.33
Motherson Sumi Wiring India Limited,INE0FS801015,330851,154.04
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,946872,3685.27
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3311,43.43
HP Adhesives Limited,INE0GSL01024,1061,0.54
ALL TIME PLASTICS LIMITED,INE0GV601021,168,0.47
Windlas Biotech Limited,INE0H5O01029,1154,9.73
ArisInfra Solutions Limited,INE0H9P01028,8964,13.31
Fabtech Technologies Limited,INE0HF201011,5221,11.55
One Mobikwik Systems Limited,INE0HLU01028,47773,125.98
Tracxn Technologies Limited,INE0HMF01019,1170,0.70
Billionbrains Garage Ventures Limited,INE0HOQ01053,286188,463.50
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,3940,11.58
Le Travenues Technology Limited,INE0HV901016,27472,74.13
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,12922,62.51
Capillary Technologies India Limited,INE0ILV01024,799,5.26
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,14996,40.56
Veranda Learning Solutions Limited,INE0IQ001011,1295,2.79
Data Patterns (India) Limited,INE0IX101010,18673,506.53
Rashi Peripherals Limited,INE0J1F01024,6346,21.58
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,112959,1013.13
Honasa Consumer Limited,INE0J5401028,13879,40.53
Jeena Sikho Lifecare Limited,INE0J5801029,7248,50.54
Venus Pipes & Tubes Limited,INE0JA001018,7037,96.35
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,15860,116.64
Sanathan Textiles Limited,INE0JPD01013,124,0.60
YATRA ONLINE LIMITED,INE0JR601024,22813,39.07
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1109,5.80
Harsha Engineers International Limited,INE0JUS01029,1200554,5328.68
Garuda Construction and Engineering Limited,INE0JVO01026,14870,29.42
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,21315,149.62
Eureka Forbes Limited,INE0KCE01017,102647,537.33
Rhetan TMT Limited,INE0KKN01029,9,0.00
DCX Systems Limited,INE0KL801015,103933,255.62
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,929,1.94
Bajel Projects Limited,INE0KQN01018,388,0.70
Gopal Snacks Limited,INE0L9R01028,18519,64.06
Avalon Technologies Limited,INE0LCL01028,4240,41.11
Ather Energy Limited,INE0LEZ01016,6153,43.32
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,75574,181.66
Cello World Limited,INE0LMW01024,7707,49.10
IKIO Technologies Limited,INE0LOJ01019,4497,12.73
Physicswallah Limited,INE0LP301011,100991,136.81
Aarti Pharmalabs Limited,INE0LRU01027,10307,88.08
Quadrant Future Tek Limited,INE0LRY01011,24931,95.89
Ola Electric Mobility Limited,INE0LXG01040,946306,365.90
REDTAPE Limited,INE0LXT01019,38539,54.25
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,13207,23.47
J.G.Chemicals Limited,INE0MB501011,4799,21.00
REGAAL RESOURCES LIMITED,INE0MHO01029,1526,1.17
Epack Prefab Technologies Limited,INE0MLS01022,8747,27.30
TRUALT BIOENERGY LIMITED,INE0MWH01014,3590,15.27
Udayshivakumar infra limited,INE0N0Y01013,3235,0.85
Rishabh Instruments Limited,INE0N2P01017,1115,4.32
BEML Land Assets Limited,INE0N7W01012,1186,2.54
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,2175,11.43
BLS E-Services Limited,INE0NLT01010,243,0.45
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,680143,299.67
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,13530,474.99
Kross Limited,INE0O6601022,10643,22.94
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,420,1.02
Rossell Techsys Limited,INE0OJW01016,2596,18.74
NTPC GREEN ENERGY LIMITED,INE0ONG01011,470817,479.24
Deepak Builders and Engineers India Limited,INE0OPA01019,1414,2.02
EMS LIMITED,INE0OV601013,23869,129.83
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,33929,17.43
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,453,1.70
Orient Technologies Limited,INE0PPK01015,5898,23.40
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,150,0.13
Platinum Industries Limited,INE0PT501018,7298,19.89
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,16695,140.19
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,1339,20.78
International Gemmological Institute India Limited,INE0Q9301021,16823,61.65
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,31,0.19
Sudeep Pharma Limited,INE0QPI01025,75,0.46
ARKADE DEVELOPERS LIMITED,INE0QRL01017,34350,57.20
Denta Water and Infra Solutions Limited,INE0R4L01018,3143,11.62
SRM CONTRACTORS LIMITED,INE0R6Z01013,251,1.26
PATEL RETAIL LIMITED,INE0R8B01010,2152,4.98
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,11850,93.97
Gala Precision Engineering Limited,INE0RE001014,150,1.37
Tolins Tyres Limited,INE0RWQ01014,2677,4.79
Stallion India Fluorochemicals Limited,INE0RYC01010,29,0.12
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,6855,3.46
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,33,0.06
Pace Digitek Limited,INE0S3G01027,14829,29.87
CRIZAC LIMITED,INE0S4R01014,18603,58.93
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,9284,75.61
VMS TMT LIMITED,INE0SJA01013,675,0.34
MAMATA MACHINERY LIMITED,INE0TO701015,14154,65.81
Glottis Limited,INE0TQE01026,1329,0.90
Solarworld Energy Solutions Limited,INE0TY101024,2648,7.63
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,875,8.40
Bluspring Enterprises Limited,INE0U4101014,25273,20.55
Digitide Solutions Limited,INE0U4701011,22396,41.58
BlackBuck Limited,INE0UIZ01018,6497,43.63
Sanofi Consumer Healthcare India Limited,INE0UOS01011,82,3.86
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,16236,400.22
CARRARO INDIA LIMITED,INE0V7W01012,788,4.06
Sri Lotus Developers and Realty Limited,INE0V9Q01010,69443,127.68
Meesho Limited,INE0VDM01015,1719,2.91
Dev Accelerator Limited,INE0VOV01021,1200,0.47
Sagility Limited,INE0W2G01015,885295,456.25
Laxmi Dental Limited,INE0WO601020,4397,13.69
Midwest Limited,INE0XAD01024,1961,33.24
ANLON HEALTHCARE LIMITED,INE0Y8W01017,36,0.06
Jain Resource Recycling Limited,INE0YD401026,21089,87.79
Atlanta Electricals Limited,INE0Z4F01028,209,1.93
ATUL LTD.,INE100A01010,1707,112.50
Mahindra & Mahindra Ltd.,INE101A01026,20113,725.01
Granules India Ltd.,INE101D01020,20119,119.55
Afcons Infrastructure Limited,INE101I01011,19399,77.67
HLV LIMITED,INE102A01024,7461,1.13
Choice International Ltd,INE102B01014,421609,3203.20
Godrej Consumer Products Ltd.,INE102D01028,3649,46.21
Allied Digital Services Limited,INE102I01027,7595,15.41
MANGALORE RE,INE103A01014,259102,426.01
SMC Global Securities Limited,INE103C01036,1667,1.46
TRAVEL FOOD SERVICES LIMITED,INE103V01028,97,1.25
TVS Holdings Limited,INE105A01035,135,19.84
RPG Life Sciences Limited,INE105J01010,310,7.57
HI-TECH PIPES LIMITED,INE106T01025,265127,277.08
TAMILNADU NE,INE107A01015,13782,23.23
Awfis Space Solutions Limited,INE108V01019,11579,68.87
SHIPPING COR,INE109A01011,243744,600.30
ARMAN FIN,INE109C01017,727,11.09
Mindteck (India) Ltd,INE110B01017,178,0.37
CONTAIN CORP,INE111A01025,82598,479.60
FINANC TECHN,INE111B01023,635,5.62
PDS LIMITED,INE111Q01021,2745,9.92
Metropolis Healthcare Limited,INE112L01020,2026,40.60
GUJ NARMADA,INE113A01013,49891,265.58
STEEL AUTHOR,INE114A01011,427772,609.77
Lic Housing Finance Ltd.,INE115A01026,100884,595.75
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,2269,38.81
Apcotex Industries Limited,INE116A01032,140,0.50
ABB Ltd.,INE117A01022,9873,542.44
BAJ HOLD INV,INE118A01012,2282,269.83
Nuvoco Vistas Corporation Limited,INE118D01016,14383,55.61
Balrampur Chini Mills Ltd.,INE119A01028,12791,64.61
Carborundum Universal Ltd.,INE120A01034,5765,53.81
CHOL INV FN,INE121A01024,10934,184.36
JSW Energy Limited,INE121E01018,73932,393.42
INDUS TOWERS LIMITED,INE121J01017,44519,180.23
"MMTC Ltd.,",INE123F01029,74567,53.93
SBI Life Insurance Company Limited,INE123W01016,1651,29.42
Steelcast Ltd.,INE124E01038,375,0.80
DELTA CORP,INE124G01033,267643,234.86
"E.I.D. Parry (India) Ltd.,",INE126A01031,3894,40.96
APOLLO PIPES LIMITED,INE126J01016,2700,9.87
HDFC Asset Management Company Limited,INE127D01025,16793,458.90
Goodluck India Limited,INE127I01024,6898,80.42
K.P. Energy Limited,INE127T01021,32987,131.10
Eveready Industries India Ltd.,INE128A01029,19715,70.81
Five-Star Business Finance Ltd.,INE128S01021,23274,134.51
Archean Chemical Industries Limited,INE128X01021,7209,43.49
GAIL INDIA,INE129A01019,348208,627.14
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,55240,58.25
Fujiyama Power Systems Limited,INE12UR01024,111,0.25
Gujarat Mineral Development Corpora,INE131A01031,188670,977.84
Relaxo Footwears Ltd.,INE131B01039,14974,68.65
Aurionpro Solutions Ltd.,INE132H01018,4146,48.21
Akzo Nobel India Limited,INE133A01011,7789,245.49
TILAKNAG IND,INE133E01013,47900,227.67
IFGL Refractories Limited,INE133Y01011,664,1.49
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,51,0.07
Power Finance Corporation Ltd,INE134E01011,382901,1511.35
Cyient Limited,INE136B01020,25572,316.10
Neogen Chemicals Limited,INE136S01016,2052,28.62
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
KFin Technologies Limited,INE138Y01010,47643,540.78
"National Aluminium Co. Ltd.,",INE139A01034,152486,471.13
FUSION FINANCE LIMITED,INE139R01012,24164,46.18
Saatvik Green Energy Limited,INE13B501022,4030,17.31
"Oswal Agro Mills Ltd.,",INE142A01012,5,0.00
