SEBI REPORT For Trade date 10-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,341753.78,
2,Fresh Exposure taken during the day,6432.50,
3,Exposure liquidated during the day,4214.26,
4,Net scripwise outstanding at the end of the day,343972.02,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,21628,86.34
Reliance Industries Ltd,INE002A01018,89013,1302.33
SJVN LIMITED,INE002L01015,596607,569.93
Mahanagar Gas Limited,INE002S01010,24349,317.05
"Siemens Ltd.,",INE003A01024,10629,363.01
Protean eGov Technologies Limited,INE004A01022,71306,799.91
Avantel Limited,INE005B01027,300621,525.28
ASTRAL LIMITED,INE006I01046,22888,335.99
CRISIL Ltd.,INE007A01025,1935,95.20
Geojit Financial Services Limited,INE007B01023,41510,45.69
Fedbank Financial Services Limited,INE007N01010,27281,39.00
IDBI LTD,INE008A01015,904506,864.97
Infosys Ltd,INE009A01021,62701,992.34
Bikaji Foods International Limited,INE00E101023,10975,86.03
Hariom Pipe Industries Limited,INE00EV01017,10308,46.44
Prudent Corporate Advisory Services Limited,INE00F201020,478,12.75
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5214,85.60
SWIGGY LIMITED,INE00H001014,180762,772.50
STOVE KRAFT LIMITED,INE00IN01015,6913,44.70
Craftsman Automation Limited,INE00LO01017,469,32.17
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,252023,691.43
Interarch Building Solutions Limited,INE00M901018,737,18.21
Studds Accessories Limited,INE00Q601028,193,1.01
DALMIA BHARAT LIMITED,INE00R701025,7609,164.55
Highway Infrastructure Limited,INE00RL01028,1141,0.90
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,40410,55.11
Manorama Industries Limited,INE00VM01036,7548,109.80
AFFLE 3I LIMITED,INE00WC01027,11160,211.08
Flair Writing Industries Limited,INE00Y201027,2799,9.14
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,845,5.06
Entero Healthcare Solutions Limited,INE010601016,988,11.33
PRISM JOHNSON LIMITED.,INE010A01011,14803,22.83
Zydus Lifesciences Limited,INE010B01027,24819,248.64
Tejas Networks Limited,INE010J01012,125011,840.94
L&T Technology Services Limited,INE010V01017,2666,119.55
BALU FORGE INDUSTRIES LIMITED,INE011E01029,2913,18.53
