SEBI REPORT For Trade date 06-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,355460.46,
2,Fresh Exposure taken during the day,11961.96,
3,Exposure liquidated during the day,8104.86,
4,Net scripwise outstanding at the end of the day,359317.56,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,41193,164.83
Reliance Industries Ltd,INE002A01018,140360,2106.41
SJVN LIMITED,INE002L01015,541167,513.72
Mahanagar Gas Limited,INE002S01010,29688,371.28
"Siemens Ltd.,",INE003A01024,12328,413.76
Protean eGov Technologies Limited,INE004A01022,67688,762.75
Avantel Limited,INE005B01027,299998,521.80
ASTRAL LIMITED,INE006I01046,9381,141.98
CRISIL Ltd.,INE007A01025,1873,92.13
Geojit Financial Services Limited,INE007B01023,47945,49.92
Fedbank Financial Services Limited,INE007N01010,28995,41.93
IDBI LTD,INE008A01015,703121,684.85
Infosys Ltd,INE009A01021,78572,1247.27
Bikaji Foods International Limited,INE00E101023,10859,85.40
Hariom Pipe Industries Limited,INE00EV01017,10842,47.45
Prudent Corporate Advisory Services Limited,INE00F201020,348,9.40
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4375,70.31
SWIGGY LIMITED,INE00H001014,208155,859.54
STOVE KRAFT LIMITED,INE00IN01015,6808,43.94
Craftsman Automation Limited,INE00LO01017,449,31.42
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,260939,703.88
Interarch Building Solutions Limited,INE00M901018,818,19.58
Studds Accessories Limited,INE00Q601028,6088,32.88
DALMIA BHARAT LIMITED,INE00R701025,6766,146.44
Highway Infrastructure Limited,INE00RL01028,8463,5.16
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39058,52.88
Manorama Industries Limited,INE00VM01036,6020,88.68
AFFLE 3I LIMITED,INE00WC01027,9631,182.43
Flair Writing Industries Limited,INE00Y201027,2483,8.04
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2265,12.24
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1092,12.53
PRISM JOHNSON LIMITED.,INE010A01011,16480,25.28
Zydus Lifesciences Limited,INE010B01027,23916,238.32
Tejas Networks Limited,INE010J01012,132678,864.50
L&T Technology Services Limited,INE010V01017,3540,159.20
BALU FORGE INDUSTRIES LIMITED,INE011E01029,4123,25.76
Tega Industries Limited,INE011K01018,5771,116.54
ACC,INE012A01025,100439,1821.98
Onesource Specialty Pharma Limited,INE013P01021,2886,52.96
WIM PLAST LT,INE015B01018,5812,29.50
Tinna Rubber and Infrastructure Limited,INE015C01016,394,3.45
DABUR INDIA,INE016A01026,23393,124.89
"Great Eastern Shipping Co. Ltd.,",INE017A01032,21245,239.50
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,18667,709.03
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,8250,73.78
JSW SL,INE019A01038,18122,210.91
Himadri Speciality Chemical Ltd.,INE019C01026,62898,312.11
STANLEY LIFESTYLES LIMITED,INE01A001028,1744,4.63
Antony Waste Handling Cell Limited,INE01BK01022,4282,24.21
Vishal Mega Mart Limited,INE01EA01019,318369,451.12
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,8680,26.40
Sky Gold And Diamonds Limited,INE01IU01018,16345,57.18
eMudhra Limited,INE01QM01018,8120,53.83
Vikran Engineering Limited,INE01R501028,506508,510.70
Canara HSBC Life Insurance Company Limited,INE01TY01017,4535,6.54
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,522217,2025.51
Asian Paints Ltd.,INE021A01026,11424,319.78
Dodla Dairy Limited,INE021O01019,640,8.45
ASIAN GRANITO INDIA LIMITED,INE022I01019,11489,8.19
Indian Energy Exchange Limited,INE022Q01020,160032,248.27
Nalwa Sons Investment Ltd,INE023A01030,76,4.96
Aeroflex Industries Limited,INE024001021,71036,136.27
SHILCHAR TEC,INE024F01011,1290,51.09
GRAVITA INDIA LIMITED,INE024L01027,14649,270.01
Goldiam International Ltd.,INE025B01025,54953,223.74
Artemis Medicare Services Limited,INE025R01021,2290,7.12
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,123541,246.58
RASHTRIYA CH,INE027A01015,266242,433.32
Max Healthcare Institute Limited,INE027H01010,31353,361.05
Bank Of Baroda,INE028A01039,132076,377.88
BHARAT PETRO,INE029A01011,62710,227.45
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2539,16.16
