SEBI REPORT For Trade date 19-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,345867.44,
2,Fresh Exposure taken during the day,6848.98,
3,Exposure liquidated during the day,6657.19,
4,Net scripwise outstanding at the end of the day,346059.23,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,22167,88.25
Reliance Industries Ltd,INE002A01018,73555,1075.40
SJVN LIMITED,INE002L01015,600774,570.43
Mahanagar Gas Limited,INE002S01010,24405,315.98
"Siemens Ltd.,",INE003A01024,12053,406.74
Protean eGov Technologies Limited,INE004A01022,69623,781.75
Avantel Limited,INE005B01027,296602,517.58
ASTRAL LIMITED,INE006I01046,10320,155.88
CRISIL Ltd.,INE007A01025,1990,97.60
Geojit Financial Services Limited,INE007B01023,107221,96.55
Fedbank Financial Services Limited,INE007N01010,29160,41.67
IDBI LTD,INE008A01015,889098,850.59
Infosys Ltd,INE009A01021,58066,909.35
Bikaji Foods International Limited,INE00E101023,9348,74.08
Hariom Pipe Industries Limited,INE00EV01017,11679,51.28
Prudent Corporate Advisory Services Limited,INE00F201020,343,9.31
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5820,95.49
SWIGGY LIMITED,INE00H001014,146727,626.97
STOVE KRAFT LIMITED,INE00IN01015,6950,44.91
Craftsman Automation Limited,INE00LO01017,683,47.11
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,260990,706.81
Interarch Building Solutions Limited,INE00M901018,924,22.74
Studds Accessories Limited,INE00Q601028,504,2.70
DALMIA BHARAT LIMITED,INE00R701025,7584,164.15
Highway Infrastructure Limited,INE00RL01028,1136,0.88
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39967,54.42
Manorama Industries Limited,INE00VM01036,7438,108.30
AFFLE 3I LIMITED,INE00WC01027,11444,215.72
Flair Writing Industries Limited,INE00Y201027,2408,7.78
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1295,7.57
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1148,12.91
PRISM JOHNSON LIMITED.,INE010A01011,14734,22.71
Zydus Lifesciences Limited,INE010B01027,26669,265.31
Tejas Networks Limited,INE010J01012,130378,859.34
L&T Technology Services Limited,INE010V01017,3071,138.27
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3035,19.28
Tega Industries Limited,INE011K01018,6354,128.62
ACC,INE012A01025,101405,1841.40
Onesource Specialty Pharma Limited,INE013P01021,1084,21.31
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,306,2.74
DABUR INDIA,INE016A01026,46321,246.48
CEINSYS TECH LIMITED,INE016Q01014,1500,12.13
"Great Eastern Shipping Co. Ltd.,",INE017A01032,27712,307.80
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,21404,812.72
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,11060,98.91
JSW SL,INE019A01038,26779,310.30
Himadri Speciality Chemical Ltd.,INE019C01026,75442,371.64
STANLEY LIFESTYLES LIMITED,INE01A001028,1063,3.20
Antony Waste Handling Cell Limited,INE01BK01022,3934,23.37
Vishal Mega Mart Limited,INE01EA01019,274610,391.56
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,8970,27.18
Sky Gold And Diamonds Limited,INE01IU01018,16981,59.29
eMudhra Limited,INE01QM01018,7629,51.21
Vikran Engineering Limited,INE01R501028,139015,142.24
Canara HSBC Life Insurance Company Limited,INE01TY01017,1523,1.86
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,541027,2094.89
Asian Paints Ltd.,INE021A01026,12016,337.03
Dodla Dairy Limited,INE021O01019,603,7.99
ASIAN GRANITO INDIA LIMITED,INE022I01019,11844,8.31
Indian Energy Exchange Limited,INE022Q01020,123799,197.56
Nalwa Sons Investment Ltd,INE023A01030,19,1.23
Aeroflex Industries Limited,INE024001021,72457,138.69
SHILCHAR TEC,INE024F01011,225,8.79
GRAVITA INDIA LIMITED,INE024L01027,13319,246.42
Goldiam International Ltd.,INE025B01025,52842,216.63
Artemis Medicare Services Limited,INE025R01021,1897,6.05
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,122609,244.91
RASHTRIYA CH,INE027A01015,252963,415.08
Max Healthcare Institute Limited,INE027H01010,25497,302.89
Bank Of Baroda,INE028A01039,168140,477.96
BHARAT PETRO,INE029A01011,56316,201.24
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2621,16.71
Raymond Lifestyle Limited,INE02ID01020,10037,122.88
Azad Engineering Limited,INE02IJ01035,19950,347.36
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,14322,39.64
Borosil Limited,INE02PY01013,6374,22.20
Brainbees Solutions Limited,INE02RE01045,39089,143.76
WONDER ELECTRICALS LIMITED,INE02WG01024,13937,23.48
Electronics Mart India Limited,INE02YR01019,66383,93.57
"Hindustan Unilever Ltd.,",INE030A01027,15231,375.32
Housing &Urban Development Corporation Ltd.,INE031A01017,413623,984.24
Ajanta Pharma Ltd.,INE031B01049,1239,32.34
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1008967,1321.29
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,20118,67.65
Arvind SmartSpaces Limited,INE034S01021,4649,32.15
SOTL,INE035D01020,962,4.54
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,11832,13.45
KARUR VYSYA,INE036D01028,43275,104.02
