SEBI REPORT For Trade date 08-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,358805.13,
2,Fresh Exposure taken during the day,12112.71,
3,Exposure liquidated during the day,7905.95,
4,Net scripwise outstanding at the end of the day,363011.89,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,42299,169.01
Reliance Industries Ltd,INE002A01018,159555,2390.48
SJVN LIMITED,INE002L01015,567822,535.42
Mahanagar Gas Limited,INE002S01010,30196,376.27
"Siemens Ltd.,",INE003A01024,12811,428.07
Protean eGov Technologies Limited,INE004A01022,67786,763.27
Avantel Limited,INE005B01027,306109,532.04
ASTRAL LIMITED,INE006I01046,9315,141.13
CRISIL Ltd.,INE007A01025,1734,85.72
Geojit Financial Services Limited,INE007B01023,47395,49.37
Fedbank Financial Services Limited,INE007N01010,28983,42.45
IDBI LTD,INE008A01015,719723,703.70
Infosys Ltd,INE009A01021,63919,1014.20
Bikaji Foods International Limited,INE00E101023,13123,101.66
Hariom Pipe Industries Limited,INE00EV01017,11196,48.92
Prudent Corporate Advisory Services Limited,INE00F201020,343,9.27
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4638,74.90
SWIGGY LIMITED,INE00H001014,222830,910.66
STOVE KRAFT LIMITED,INE00IN01015,6786,43.81
Craftsman Automation Limited,INE00LO01017,451,31.72
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,260281,700.89
Interarch Building Solutions Limited,INE00M901018,816,19.34
Studds Accessories Limited,INE00Q601028,6065,32.75
DALMIA BHARAT LIMITED,INE00R701025,6800,147.15
Highway Infrastructure Limited,INE00RL01028,8363,5.10
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39756,53.64
Manorama Industries Limited,INE00VM01036,6010,88.54
AFFLE 3I LIMITED,INE00WC01027,10220,193.09
Flair Writing Industries Limited,INE00Y201027,2473,8.01
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2275,12.28
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1262,14.52
PRISM JOHNSON LIMITED.,INE010A01011,17717,26.97
Zydus Lifesciences Limited,INE010B01027,23145,230.83
Tejas Networks Limited,INE010J01012,133595,866.85
L&T Technology Services Limited,INE010V01017,3721,167.09
BALU FORGE INDUSTRIES LIMITED,INE011E01029,7472,42.94
Tega Industries Limited,INE011K01018,5790,116.86
ACC,INE012A01025,100089,1815.55
Onesource Specialty Pharma Limited,INE013P01021,2841,52.14
WIM PLAST LT,INE015B01018,5812,29.50
Tinna Rubber and Infrastructure Limited,INE015C01016,399,3.49
DABUR INDIA,INE016A01026,23838,127.27
CEINSYS TECH LIMITED,INE016Q01014,700,7.70
"Great Eastern Shipping Co. Ltd.,",INE017A01032,24535,276.42
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,18954,720.02
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,11955,106.48
JSW SL,INE019A01038,16964,197.41
Himadri Speciality Chemical Ltd.,INE019C01026,61843,307.06
STANLEY LIFESTYLES LIMITED,INE01A001028,1749,4.64
Antony Waste Handling Cell Limited,INE01BK01022,4282,24.21
Vishal Mega Mart Limited,INE01EA01019,322784,456.44
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,9478,28.37
Sky Gold And Diamonds Limited,INE01IU01018,16420,57.45
eMudhra Limited,INE01QM01018,8103,53.68
Vikran Engineering Limited,INE01R501028,514349,518.32
Canara HSBC Life Insurance Company Limited,INE01TY01017,3131,4.46
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,525991,2041.53
Asian Paints Ltd.,INE021A01026,12504,350.40
Dodla Dairy Limited,INE021O01019,642,8.47
ASIAN GRANITO INDIA LIMITED,INE022I01019,11517,8.21
Indian Energy Exchange Limited,INE022Q01020,157450,251.18
Nalwa Sons Investment Ltd,INE023A01030,46,2.99
Aeroflex Industries Limited,INE024001021,68958,132.01
SHILCHAR TEC,INE024F01011,1333,52.71
GRAVITA INDIA LIMITED,INE024L01027,15243,280.43
Goldiam International Ltd.,INE025B01025,56823,230.62
Artemis Medicare Services Limited,INE025R01021,2390,7.39
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,122519,244.70
RASHTRIYA CH,INE027A01015,267712,435.44
Max Healthcare Institute Limited,INE027H01010,31816,365.29
Bank Of Baroda,INE028A01039,125136,357.92
BHARAT PETRO,INE029A01011,80179,288.95
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2939,18.42
Raymond Lifestyle Limited,INE02ID01020,10688,127.99
Azad Engineering Limited,INE02IJ01035,19895,346.65
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,15170,41.57
Borosil Limited,INE02PY01013,6750,23.03
Brainbees Solutions Limited,INE02RE01045,45023,160.14
WONDER ELECTRICALS LIMITED,INE02WG01024,13853,23.36
Electronics Mart India Limited,INE02YR01019,62591,87.45
"Hindustan Unilever Ltd.,",INE030A01027,12036,300.61
Housing &Urban Development Corporation Ltd.,INE031A01017,425309,1012.02
Ajanta Pharma Ltd.,INE031B01049,1874,53.06
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,945346,1236.33
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,16710,54.87
Arvind SmartSpaces Limited,INE034S01021,4232,29.62
SOTL,INE035D01020,1212,5.54
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,8350,11.11
KARUR VYSYA,INE036D01028,18351,43.59
Concord Enviro Systems Limited,INE037Z01029,822,4.39
Hindalco Industries Ltd.,INE038A01020,41004,356.99
T.V.Today Network Limited,INE038F01029,232,0.46
IFCI LTD,INE039A01010,584965,341.81
"Jamna Auto Industries Ltd.,",INE039C01032,66125,72.95
JASH ENGINEERING LIMITED,INE039O01029,8328,42.05
Max Estates Limited,INE03EI01018,3574,16.68
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,7391,26.67
Brigade Hotel Ventures Limited,INE03NU01014,2478,2.13
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,3301,30.75
Cohance Lifesciences Limited,INE03QK01018,13847,97.89
Chemcon Speciality Chemicals Limited,INE03YM01018,299,0.68
HDFC Bank Ltd.,INE040A01034,147264,1461.78
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,7104697,4218.23
"Dhampur Sugar Mills Ltd.,",INE041A01016,44896,64.71
Escorts Kubota Limited,INE042A01014,3522,131.48
Vijaya Diagnostic Centre Limited,INE043W01024,1117,11.52
Sun Pharmaceutical Industries Ltd.,INE044A01036,15935,266.65
Paras Defence and Space Technologies Limited,INE045601023,33414,242.13
ADOR WELDING,INE045A01017,650,7.17
Nelco Ltd,INE045B01015,12493,106.46
Fineotex Chemical Limited,INE045J01034,128763,38.40
Reliance Industrial Infrastructure,INE046A01015,6290,58.44
Muthoot Microfin Limited,INE046W01019,6726,11.73
GRASIM INDUS,INE047A01021,3084,87.98
JAGSONPAL PH,INE048B01035,4702,11.37
Navin Fluorent International Ltd,INE048G01026,1599,90.49
"Himatsingka Seide Ltd.,",INE049A01027,76626,105.65
Wockhardt Ltd,INE049B01025,75550,1084.92
SBC EXPORTS LIMITED,INE04AK01028,415352,102.58
KPIT Technologies Ltd,INE04I401011,23728,307.14
ETHOS LIMITED,INE04TZ01018,490,13.96
Seshaasai Technologies Limited,INE04VU01023,1708,5.24
