SEBI REPORT For Trade date 29-Apr-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,415184.47,
2,Fresh Exposure taken during the day,19726.43,
3,Exposure liquidated during the day,20655.10,
4,Net scripwise outstanding at the end of the day,414255.80,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,16499,60.81
Reliance Industries Ltd,INE002A01018,278797,3896.96
SJVN LIMITED,INE002L01015,594611,501.18
Mahanagar Gas Limited,INE002S01010,23645,280.22
"Siemens Ltd.,",INE003A01024,3699,131.97
Protean eGov Technologies Limited,INE004A01022,53348,476.63
Avantel Limited,INE005B01027,296456,484.18
ASTRAL LIMITED,INE006I01046,15500,247.36
CRISIL Ltd.,INE007A01025,1923,90.10
Geojit Financial Services Limited,INE007B01023,22680,17.32
Fedbank Financial Services Limited,INE007N01010,55822,81.68
IDBI LTD,INE008A01015,1248605,1032.61
Infosys Ltd,INE009A01021,408760,5207.40
Bikaji Foods International Limited,INE00E101023,9107,70.09
Hariom Pipe Industries Limited,INE00EV01017,8595,33.08
Prudent Corporate Advisory Services Limited,INE00F201020,357,9.80
ACUTAAS CHEMICALS LIMITED,INE00FF01025,12599,286.76
SWIGGY LIMITED,INE00H001014,259169,894.92
STOVE KRAFT LIMITED,INE00IN01015,12694,75.80
Craftsman Automation Limited,INE00LO01017,653,49.32
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,342845,816.01
Interarch Building Solutions Limited,INE00M901018,2858,57.27
Dharmaj Crop Guard Limited,INE00OQ01016,100,0.24
Studds Accessories Limited,INE00Q601028,6221,32.59
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,6325,128.00
Highway Infrastructure Limited,INE00RL01028,107,0.08
Nila Spaces Ltd,INE00S901012,92,0.01
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,38930,46.41
Manorama Industries Limited,INE00VM01036,3083,43.91
AFFLE 3I LIMITED,INE00WC01027,9712,164.32
SEDEMAC MECHATRONICS LIMITED,INE00XB01019,613,11.35
Flair Writing Industries Limited,INE00Y201027,1527,4.96
A B INFRABUILD LIMITED,INE00YB01025,3416,0.54
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2727,12.99
Entero Healthcare Solutions Limited,INE010601016,645,7.58
PRISM JOHNSON LIMITED.,INE010A01011,26143,37.37
Zydus Lifesciences Limited,INE010B01027,16145,158.01
Tejas Networks Limited,INE010J01012,188028,983.53
L&T Technology Services Limited,INE010V01017,5834,226.96
BALU FORGE INDUSTRIES LIMITED,INE011E01029,13608,66.29
Tega Industries Limited,INE011K01018,2842,55.18
ACC,INE012A01025,18223,302.47
Onesource Specialty Pharma Limited,INE013P01021,7225,103.77
WIM PLAST LT,INE015B01018,1000,3.98
Tinna Rubber and Infrastructure Limited,INE015C01016,512,3.85
DABUR INDIA,INE016A01026,28980,141.43
