SEBI REPORT For Trade date 09-Oct-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,313456.71,
2,Fresh Exposure taken during the day,8065.82,
3,Exposure liquidated during the day,7748.83,
4,Net scripwise outstanding at the end of the day,313773.70,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,25570,100.54
Reliance Industries Ltd,INE002A01018,233567,3280.85
SJVN LIMITED,INE002L01015,539091,544.66
Mahanagar Gas Limited,INE002S01010,13908,193.62
"Siemens Ltd.,",INE003A01024,13385,452.22
Protean eGov Technologies Limited,INE004A01022,69058,796.34
Avantel Limited,INE005B01027,322819,565.84
ASTRAL LIMITED,INE006I01046,16229,245.46
CRISIL Ltd.,INE007A01025,1766,90.69
Geojit Financial Services Limited,INE007B01023,51260,57.49
Fedbank Financial Services Limited,INE007N01010,26462,37.71
IDBI LTD,INE008A01015,1034063,946.71
Infosys Ltd,INE009A01021,109886,1678.26
Bikaji Foods International Limited,INE00E101023,12709,99.89
Hariom Pipe Industries Limited,INE00EV01017,9574,47.19
Prudent Corporate Advisory Services Limited,INE00F201020,589,16.00
ACUTAAS CHEMICALS LIMITED,INE00FF01025,3556,49.33
SWIGGY LIMITED,INE00H001014,151323,656.52
STOVE KRAFT LIMITED,INE00IN01015,9455,59.67
Craftsman Automation Limited,INE00LO01017,478,30.59
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,272054,795.10
Interarch Building Solutions Limited,INE00M901018,236,4.88
DALMIA BHARAT LIMITED,INE00R701025,1616,37.33
Highway Infrastructure Limited,INE00RL01028,51,0.04
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,37110,53.38
Manorama Industries Limited,INE00VM01036,4416,64.67
AFFLE 3I LIMITED,INE00WC01027,5062,100.27
Flair Writing Industries Limited,INE00Y201027,2680,8.78
Entero Healthcare Solutions Limited,INE010601016,1514,17.40
PRISM JOHNSON LIMITED.,INE010A01011,10008,16.48
Zydus Lifesciences Limited,INE010B01027,15487,160.70
Tejas Networks Limited,INE010J01012,137634,983.06
L&T Technology Services Limited,INE010V01017,4084,179.90
BALU FORGE INDUSTRIES LIMITED,INE011E01029,592,4.15
Tega Industries Limited,INE011K01018,6240,126.54
ACC,INE012A01025,108663,1978.56
Onesource Specialty Pharma Limited,INE013P01021,914,18.65
WIM PLAST LT,INE015B01018,5212,26.73
Tinna Rubber and Infrastructure Limited,INE015C01016,662,6.30
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,53910,289.11
"Great Eastern Shipping Co. Ltd.,",INE017A01032,31630,330.96
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,22128,788.93
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,3225,28.50
JSW SL,INE019A01038,6165,66.54
Himadri Speciality Chemical Ltd.,INE019C01026,91079,445.27
STANLEY LIFESTYLES LIMITED,INE01A001028,72,0.32
Antony Waste Handling Cell Limited,INE01BK01022,4549,28.35
Vishal Mega Mart Limited,INE01EA01019,234054,342.78
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,5732,17.66
Sky Gold And Diamonds Limited,INE01IU01018,1402,4.17
eMudhra Limited,INE01QM01018,7595,54.32
Vikran Engineering Limited,INE01R501028,1845,1.90
Spencer's Retail Limited,INE020801028,222,0.20
REC LIMITED,INE020B01018,521858,2086.54
BAID FINSERV LIMITED,INE020D01022,2001,0.23
Asian Paints Ltd.,INE021A01026,14028,348.16
Dodla Dairy Limited,INE021O01019,1382,18.89
ASIAN GRANITO INDIA LIMITED,INE022I01019,4876,2.86
Indian Energy Exchange Limited,INE022Q01020,200422,325.09
Nalwa Sons Investment Ltd,INE023A01030,385,29.66
Aeroflex Industries Limited,INE024001021,78680,152.58
GRAVITA INDIA LIMITED,INE024L01027,20474,368.15
Goldiam International Ltd.,INE025B01025,54004,207.82
Artemis Medicare Services Limited,INE025R01021,2559,7.62
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,73346,153.68
RASHTRIYA CH,INE027A01015,271671,455.44
Max Healthcare Institute Limited,INE027H01010,27585,334.54
Bank Of Baroda,INE028A01039,146884,373.72
BHARAT PETRO,INE029A01011,39443,129.87
Kalyani Investment Company Limited,INE029L01018,84,4.12
ROSSARI BIOTECH LIMITED,INE02A801020,2327,15.87
Axita Cotton Limited,INE02EZ01022,3071,0.31
Nova Agritech Limited,INE02H701025,118,0.06
Raymond Lifestyle Limited,INE02ID01020,10135,129.67
Azad Engineering Limited,INE02IJ01035,21866,378.67
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,10997,31.21
Borosil Limited,INE02PY01013,3916,14.95
Brainbees Solutions Limited,INE02RE01045,34372,135.26
WONDER ELECTRICALS LIMITED,INE02WG01024,16812,27.28
Electronics Mart India Limited,INE02YR01019,63082,97.13
"Hindustan Unilever Ltd.,",INE030A01027,9679,247.95
Housing &Urban Development Corporation Ltd.,INE031A01017,304395,739.01
Ajanta Pharma Ltd.,INE031B01049,1647,42.48
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1002751,1323.59
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,17607,58.54
Arvind SmartSpaces Limited,INE034S01021,4449,31.16
SOTL,INE035D01020,1169,5.51
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,27122,31.85
KARUR VYSYA,INE036D01028,17191,34.80
Concord Enviro Systems Limited,INE037Z01029,1116,6.29
Hindalco Industries Ltd.,INE038A01020,21638,158.29
T.V.Today Network Limited,INE038F01029,291,0.62
IFCI LTD,INE039A01010,492573,303.69
"Jamna Auto Industries Ltd.,",INE039C01032,156456,162.48
JASH ENGINEERING LIMITED,INE039O01029,4959,26.06
Max Estates Limited,INE03EI01018,3201,15.22
Go Digit General Insurance Limited,INE03JT01014,7307,26.36
Brigade Hotel Ventures Limited,INE03NU01014,8571,7.25
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2146,20.70
Cohance Lifesciences Limited,INE03QK01018,3823,36.00
Chemcon Speciality Chemicals Limited,INE03YM01018,357,0.94
HDFC Bank Ltd.,INE040A01034,97622,967.58
Mayur Uniquoters ltd.,INE040D01038,713,3.95
SUZLON ENERGY LTD.,INE040H01021,5551824,3430.23
"Dhampur Sugar Mills Ltd.,",INE041A01016,53492,80.13
