SEBI REPORT For Trade date 02-Apr-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,385928.75,
2,Fresh Exposure taken during the day,5648.94,
3,Exposure liquidated during the day,7516.38,
4,Net scripwise outstanding at the end of the day,384061.31,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,16327,60.08
Reliance Industries Ltd,INE002A01018,234772,3336.33
SJVN LIMITED,INE002L01015,655685,552.83
Mahanagar Gas Limited,INE002S01010,19712,236.57
"Siemens Ltd.,",INE003A01024,5046,169.61
Protean eGov Technologies Limited,INE004A01022,47772,455.83
Avantel Limited,INE005B01027,303530,495.87
ASTRAL LIMITED,INE006I01046,5556,89.55
CRISIL Ltd.,INE007A01025,1898,88.44
Geojit Financial Services Limited,INE007B01023,52729,51.09
Fedbank Financial Services Limited,INE007N01010,52379,75.24
IDBI LTD,INE008A01015,787513,685.12
Infosys Ltd,INE009A01021,151192,2115.07
Bikaji Foods International Limited,INE00E101023,9737,74.92
Hariom Pipe Industries Limited,INE00EV01017,6611,28.49
Prudent Corporate Advisory Services Limited,INE00F201020,282,7.48
ACUTAAS CHEMICALS LIMITED,INE00FF01025,13527,300.17
SWIGGY LIMITED,INE00H001014,214364,780.39
STOVE KRAFT LIMITED,INE00IN01015,12322,72.70
Craftsman Automation Limited,INE00LO01017,602,44.48
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,283970,681.56
Interarch Building Solutions Limited,INE00M901018,2281,46.33
Dharmaj Crop Guard Limited,INE00OQ01016,100,0.24
Studds Accessories Limited,INE00Q601028,5129,27.60
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,3334,70.34
Highway Infrastructure Limited,INE00RL01028,1375,0.96
Nila Spaces Ltd,INE00S901012,3,0.00
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,33106,42.37
Manorama Industries Limited,INE00VM01036,3790,53.28
