SEBI REPORT For Trade date 27-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,366614.39,
2,Fresh Exposure taken during the day,19310.94,
3,Exposure liquidated during the day,10078.37,
4,Net scripwise outstanding at the end of the day,375846.96,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17859,70.01
Reliance Industries Ltd,INE002A01018,206574,3043.70
SJVN LIMITED,INE002L01015,545509,495.92
Mahanagar Gas Limited,INE002S01010,28309,350.07
"Siemens Ltd.,",INE003A01024,12471,409.95
Protean eGov Technologies Limited,INE004A01022,60446,653.04
Avantel Limited,INE005B01027,317804,545.25
ASTRAL LIMITED,INE006I01046,8275,125.76
CRISIL Ltd.,INE007A01025,1670,82.60
Geojit Financial Services Limited,INE007B01023,46904,48.89
Fedbank Financial Services Limited,INE007N01010,58898,93.14
IDBI LTD,INE008A01015,924090,903.73
Infosys Ltd,INE009A01021,41210,653.24
Bikaji Foods International Limited,INE00E101023,12102,93.63
Hariom Pipe Industries Limited,INE00EV01017,9715,43.26
Prudent Corporate Advisory Services Limited,INE00F201020,352,9.41
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4781,77.36
SWIGGY LIMITED,INE00H001014,250433,982.58
STOVE KRAFT LIMITED,INE00IN01015,6898,44.34
Craftsman Automation Limited,INE00LO01017,454,32.59
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,301863,766.08
Interarch Building Solutions Limited,INE00M901018,1316,29.14
Studds Accessories Limited,INE00Q601028,7576,40.36
DALMIA BHARAT LIMITED,INE00R701025,5204,112.29
Highway Infrastructure Limited,INE00RL01028,7888,4.80
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,40257,53.92
Manorama Industries Limited,INE00VM01036,5409,78.35
AFFLE 3I LIMITED,INE00WC01027,8758,164.40
Flair Writing Industries Limited,INE00Y201027,1671,5.39
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2390,12.75
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3445,40.28
PRISM JOHNSON LIMITED.,INE010A01011,17601,26.37
Zydus Lifesciences Limited,INE010B01027,18605,183.47
Tejas Networks Limited,INE010J01012,140929,822.22
L&T Technology Services Limited,INE010V01017,4815,208.74
BALU FORGE INDUSTRIES LIMITED,INE011E01029,14400,73.28
Tega Industries Limited,INE011K01018,3793,75.12
ACC,INE012A01025,13962,263.83
R&B Denims Limited,INE012Q01021,340,0.50
Onesource Specialty Pharma Limited,INE013P01021,4170,64.16
WIM PLAST LT,INE015B01018,5812,29.50
Tinna Rubber and Infrastructure Limited,INE015C01016,357,3.09
DABUR INDIA,INE016A01026,23411,125.03
CEINSYS TECH LIMITED,INE016Q01014,700,7.70
"Great Eastern Shipping Co. Ltd.,",INE017A01032,17203,193.54
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,23892,906.43
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,12164,105.65
JSW SL,INE019A01038,10725,124.49
Himadri Speciality Chemical Ltd.,INE019C01026,65072,320.60
STANLEY LIFESTYLES LIMITED,INE01A001028,1774,4.68
Antony Waste Handling Cell Limited,INE01BK01022,2909,16.71
Vishal Mega Mart Limited,INE01EA01019,292443,411.76
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,8498,27.14
Sky Gold And Diamonds Limited,INE01IU01018,16475,57.62
eMudhra Limited,INE01QM01018,7347,48.51
Vikran Engineering Limited,INE01R501028,506714,508.07
Canara HSBC Life Insurance Company Limited,INE01TY01017,10490,15.52
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,520544,2015.39
Asian Paints Ltd.,INE021A01026,12022,334.55
Dodla Dairy Limited,INE021O01019,490,6.19
ASIAN GRANITO INDIA LIMITED,INE022I01019,12067,8.62
Indian Energy Exchange Limited,INE022Q01020,218036,330.84
Nalwa Sons Investment Ltd,INE023A01030,51,3.28
Aeroflex Industries Limited,INE024001021,45027,88.40
SHILCHAR TEC,INE024F01011,2522,92.72
GRAVITA INDIA LIMITED,INE024L01027,15957,282.07
Goldiam International Ltd.,INE025B01025,55130,222.86
Artemis Medicare Services Limited,INE025R01021,2117,6.44
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,121693,240.11
RASHTRIYA CH,INE027A01015,236863,385.22
Max Healthcare Institute Limited,INE027H01010,32592,370.70
Bank Of Baroda,INE028A01039,108795,316.67
BHARAT PETRO,INE029A01011,92843,332.95
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1968,12.66
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,11521,132.11
Azad Engineering Limited,INE02IJ01035,21272,367.14
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,20312,53.07
Borosil Limited,INE02PY01013,5954,20.72
Brainbees Solutions Limited,INE02RE01045,40720,143.22
WONDER ELECTRICALS LIMITED,INE02WG01024,12843,21.77
Electronics Mart India Limited,INE02YR01019,53914,76.30
"Hindustan Unilever Ltd.,",INE030A01027,12265,305.01
Housing &Urban Development Corporation Ltd.,INE031A01017,498318,1152.95
Ajanta Pharma Ltd.,INE031B01049,1847,52.38
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,114802,184.91
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,15262,48.41
Arvind SmartSpaces Limited,INE034S01021,4076,28.36
SOTL,INE035D01020,1192,5.44
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,9869,13.22
KARUR VYSYA,INE036D01028,21295,53.93
Concord Enviro Systems Limited,INE037Z01029,541,2.84
Hindalco Industries Ltd.,INE038A01020,41803,369.34
T.V.Today Network Limited,INE038F01029,232,0.46
IFCI LTD,INE039A01010,613795,372.17
"Jamna Auto Industries Ltd.,",INE039C01032,74210,84.62
JASH ENGINEERING LIMITED,INE039O01029,8313,41.92
Jubilant Agri and Consumer Products Limited,INE03CC01015,60,1.17
Max Estates Limited,INE03EI01018,3590,16.75
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4426,15.71
Brigade Hotel Ventures Limited,INE03NU01014,2106,1.81
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,3242,30.15
Cohance Lifesciences Limited,INE03QK01018,12826,82.66
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,186329,1813.56
Mayur Uniquoters ltd.,INE040D01038,304,1.76
SUZLON ENERGY LTD.,INE040H01021,7052473,4067.26
"Dhampur Sugar Mills Ltd.,",INE041A01016,44479,63.69
Escorts Kubota Limited,INE042A01014,3651,135.67
Vijaya Diagnostic Centre Limited,INE043W01024,1615,16.37
Sun Pharmaceutical Industries Ltd.,INE044A01036,20844,349.50
Paras Defence and Space Technologies Limited,INE045601023,35969,256.19
ADOR WELDING,INE045A01017,320,3.60
Nelco Ltd,INE045B01015,9996,84.65
Fineotex Chemical Limited,INE045J01034,134635,39.53
Reliance Industrial Infrastructure,INE046A01015,5529,51.34
Muthoot Microfin Limited,INE046W01019,4608,7.97
GRASIM INDUS,INE047A01021,2971,84.47
JAGSONPAL PH,INE048B01035,4305,10.44
Navin Fluorent International Ltd,INE048G01026,873,47.44
"Himatsingka Seide Ltd.,",INE049A01027,56561,75.52
Wockhardt Ltd,INE049B01025,76483,1093.74
SBC EXPORTS LIMITED,INE04AK01028,1527640,424.83
KPIT Technologies Ltd,INE04I401011,24374,309.82
ETHOS LIMITED,INE04TZ01018,499,14.21
Seshaasai Technologies Limited,INE04VU01023,1647,4.96
Prakash Pipes Limited,INE050001010,3998,17.15
Elin Electronics Limited,INE050401020,1301,2.80
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3267,61.43
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,9005,121.52
Rane (Madras)  Ltd.,INE050H01012,2260,18.00
Vardhman Special Steels Ltd,INE050M01012,2050,6.11
Vakrangee Softwares Ltd.,INE051B01021,14000,1.32
Windsor Machines Limited,INE052A01021,2550,7.41
Camlin Fine Sciences Ltd,INE052I01032,10757,18.04
BEST AGROLIFE LIMITED,INE052T01021,14585,4.11
Indian Hotels Co. Ltd,INE053A01029,80494,589.64
Indian Railway Finance Corporation,INE053F01010,1783653,2374.00
"V.I.P. Industries Ltd.,",INE054A01027,15432,67.21
Waterbase Limited,INE054C01015,18928,9.10
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,6904,143.41
Cyient DLM Limited,INE055S01018,29611,135.91
IVALUE INFOSOLUTIONS LIMITED,INE056801025,326,0.85
Refex Industries Limited,INE056I01025,24193,69.86
Sanofi India Ltd,INE058A01010,763,36.07
"Cipla Ltd.,",INE059A01026,19634,295.67
La Opala RG Ltd.,INE059D01020,5591,13.82
Hindware Home Innovation Limited,INE05AN01011,2835,8.79
Ratnaveer Precision Engineering Limited,INE05CZ01011,11039,17.49
Indogulf Cropsciences Limited,INE05J901018,525,0.60
Likhitha Infrastructure Limited,INE060901027,651,2.03
Navneet Education Limited,INE060A01024,9567,13.67
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,16704,156.27
