SEBI REPORT For Trade date 03-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,385022.78,
2,Fresh Exposure taken during the day,13630.60,
3,Exposure liquidated during the day,14719.23,
4,Net scripwise outstanding at the end of the day,383934.15,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,20132,77.90
Reliance Industries Ltd,INE002A01018,212280,3112.77
SJVN LIMITED,INE002L01015,595288,529.55
Mahanagar Gas Limited,INE002S01010,29127,358.35
"Siemens Ltd.,",INE003A01024,9757,326.76
Protean eGov Technologies Limited,INE004A01022,53788,554.28
Avantel Limited,INE005B01027,300870,517.96
ASTRAL LIMITED,INE006I01046,7033,107.79
CRISIL Ltd.,INE007A01025,1548,76.83
Geojit Financial Services Limited,INE007B01023,51200,51.88
Fedbank Financial Services Limited,INE007N01010,64984,101.98
IDBI LTD,INE008A01015,1018908,1000.90
Infosys Ltd,INE009A01021,45264,721.57
Bikaji Foods International Limited,INE00E101023,11461,89.18
Hariom Pipe Industries Limited,INE00EV01017,9276,41.45
Prudent Corporate Advisory Services Limited,INE00F201020,248,6.64
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4538,79.92
SWIGGY LIMITED,INE00H001014,216742,867.65
STOVE KRAFT LIMITED,INE00IN01015,6888,44.27
Craftsman Automation Limited,INE00LO01017,688,50.37
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,301912,760.97
Interarch Building Solutions Limited,INE00M901018,1474,32.66
Studds Accessories Limited,INE00Q601028,8689,45.77
DALMIA BHARAT LIMITED,INE00R701025,8884,188.45
Highway Infrastructure Limited,INE00RL01028,8383,5.00
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39347,52.82
Manorama Industries Limited,INE00VM01036,5578,80.78
AFFLE 3I LIMITED,INE00WC01027,8131,152.22
Flair Writing Industries Limited,INE00Y201027,1672,5.40
A B INFRABUILD LIMITED,INE00YB01025,1500,0.29
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2199,11.92
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3370,39.43
PRISM JOHNSON LIMITED.,INE010A01011,18880,27.93
Zydus Lifesciences Limited,INE010B01027,17683,174.80
Tejas Networks Limited,INE010J01012,143425,818.20
L&T Technology Services Limited,INE010V01017,5209,220.95
BALU FORGE INDUSTRIES LIMITED,INE011E01029,15971,79.47
Tega Industries Limited,INE011K01018,3657,72.45
ACC,INE012A01025,14785,275.73
R&B Denims Limited,INE012Q01021,3079,4.76
Onesource Specialty Pharma Limited,INE013P01021,3000,49.03
WIM PLAST LT,INE015B01018,5942,30.06
Tinna Rubber and Infrastructure Limited,INE015C01016,336,2.92
DABUR INDIA,INE016A01026,28024,148.40
CEINSYS TECH LIMITED,INE016Q01014,700,7.70
"Great Eastern Shipping Co. Ltd.,",INE017A01032,9130,105.00
KISAN MOULDG,INE017C01012,49945,27.25
LARSEN & TOU,INE018A01030,26306,1008.71
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,15873,133.87
JSW SL,INE019A01038,8422,97.54
Himadri Speciality Chemical Ltd.,INE019C01026,66336,327.36
STANLEY LIFESTYLES LIMITED,INE01A001028,1754,4.65
Antony Waste Handling Cell Limited,INE01BK01022,3582,20.55
Vishal Mega Mart Limited,INE01EA01019,303170,422.95
Ritco Logistics Limited,INE01EG01016,84,0.25
Baazar Style Retail Limited,INE01FR01028,8447,26.99
Sky Gold And Diamonds Limited,INE01IU01018,17695,61.47
eMudhra Limited,INE01QM01018,7205,47.37
Vikran Engineering Limited,INE01R501028,501378,500.84
Canara HSBC Life Insurance Company Limited,INE01TY01017,8928,13.22
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,536763,2074.24
Asian Paints Ltd.,INE021A01026,12579,339.26
Dodla Dairy Limited,INE021O01019,478,6.05
ASIAN GRANITO INDIA LIMITED,INE022I01019,12095,8.64
Indian Energy Exchange Limited,INE022Q01020,237353,352.80
Nalwa Sons Investment Ltd,INE023A01030,38,2.41
Aeroflex Industries Limited,INE024001021,46704,91.60
SHILCHAR TEC,INE024F01011,2248,84.01
GRAVITA INDIA LIMITED,INE024L01027,13418,237.22
Goldiam International Ltd.,INE025B01025,54310,219.86
Artemis Medicare Services Limited,INE025R01021,2234,6.70
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,121349,239.59
RASHTRIYA CH,INE027A01015,225389,368.53
Max Healthcare Institute Limited,INE027H01010,33906,379.04
RUDRA GLOBAL INFRA PRODUCTS LIMITED,INE027T01023,1500,0.26
Bank Of Baroda,INE028A01039,139419,406.19
BHARAT PETRO,INE029A01011,105339,381.57
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1967,12.65
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,10192,119.02
Azad Engineering Limited,INE02IJ01035,21438,369.26
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,21588,55.85
Borosil Limited,INE02PY01013,5754,20.01
Brainbees Solutions Limited,INE02RE01045,37305,129.85
WONDER ELECTRICALS LIMITED,INE02WG01024,12943,21.90
Electronics Mart India Limited,INE02YR01019,56694,78.62
Corona Remedies Limited,INE02ZQ01018,15,0.22
"Hindustan Unilever Ltd.,",INE030A01027,11954,296.96
Housing &Urban Development Corporation Ltd.,INE031A01017,595656,1335.96
Ajanta Pharma Ltd.,INE031B01049,1819,51.73
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,786671,960.16
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,15162,52.58
Arvind SmartSpaces Limited,INE034S01021,4068,28.31
SOTL,INE035D01020,1195,5.45
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,10737,14.41
KARUR VYSYA,INE036D01028,24006,63.93
Concord Enviro Systems Limited,INE037Z01029,503,2.68
Hindalco Industries Ltd.,INE038A01020,45759,410.45
T.V.Today Network Limited,INE038F01029,240,0.47
IFCI LTD,INE039A01010,727814,436.44
"Jamna Auto Industries Ltd.,",INE039C01032,73778,85.51
JASH ENGINEERING LIMITED,INE039O01029,7212,36.31
Jubilant Agri and Consumer Products Limited,INE03CC01015,60,1.17
Max Estates Limited,INE03EI01018,3340,15.50
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4437,15.62
Brigade Hotel Ventures Limited,INE03NU01014,2414,1.99
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2825,26.50
Cohance Lifesciences Limited,INE03QK01018,11384,72.32
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,174852,1705.48
Mayur Uniquoters ltd.,INE040D01038,2628,15.03
SUZLON ENERGY LTD.,INE040H01021,7221117,4134.64
"Dhampur Sugar Mills Ltd.,",INE041A01016,44423,63.56
Escorts Kubota Limited,INE042A01014,3855,142.61
GTL Ltd,INE043A01012,387,0.03
Vijaya Diagnostic Centre Limited,INE043W01024,2447,24.06
Sun Pharmaceutical Industries Ltd.,INE044A01036,19136,319.87
Paras Defence and Space Technologies Limited,INE045601023,36101,257.19
ADOR WELDING,INE045A01017,142,1.67
Nelco Ltd,INE045B01015,10435,87.19
Fineotex Chemical Limited,INE045J01034,136678,38.76
Reliance Industrial Infrastructure,INE046A01015,5516,51.24
Muthoot Microfin Limited,INE046W01019,5538,9.61
GRASIM INDUS,INE047A01021,3339,94.88
JAGSONPAL PH,INE048B01035,4255,10.33
Navin Fluorent International Ltd,INE048G01026,1113,64.18
"Himatsingka Seide Ltd.,",INE049A01027,70463,92.16
Wockhardt Ltd,INE049B01025,76294,1091.15
SBC EXPORTS LIMITED,INE04AK01028,1529755,425.45
KPIT Technologies Ltd,INE04I401011,33697,405.84
ETHOS LIMITED,INE04TZ01018,549,15.48
Seshaasai Technologies Limited,INE04VU01023,1626,4.91
Prakash Pipes Limited,INE050001010,3852,16.74
Elin Electronics Limited,INE050401020,1301,2.80
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3695,68.69
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6811,93.76
Rane (Madras)  Ltd.,INE050H01012,2260,18.00
Vardhman Special Steels Ltd,INE050M01012,1850,5.52
Vakrangee Softwares Ltd.,INE051B01021,13950,1.31
Windsor Machines Limited,INE052A01021,2550,7.41
Camlin Fine Sciences Ltd,INE052I01032,9322,15.45
