SEBI REPORT For Trade date 19-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,389033.66,
2,Fresh Exposure taken during the day,10121.31,
3,Exposure liquidated during the day,8676.06,
4,Net scripwise outstanding at the end of the day,390478.91,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,16092,61.93
Reliance Industries Ltd,INE002A01018,217474,3182.49
SJVN LIMITED,INE002L01015,764513,660.99
Mahanagar Gas Limited,INE002S01010,24778,308.13
"Siemens Ltd.,",INE003A01024,10082,336.58
Protean eGov Technologies Limited,INE004A01022,45073,496.22
Avantel Limited,INE005B01027,310777,532.74
ASTRAL LIMITED,INE006I01046,6734,105.33
CRISIL Ltd.,INE007A01025,1745,85.57
Geojit Financial Services Limited,INE007B01023,45789,47.89
Fedbank Financial Services Limited,INE007N01010,65044,99.42
IDBI LTD,INE008A01015,850371,842.26
Infosys Ltd,INE009A01021,172550,2540.22
Bikaji Foods International Limited,INE00E101023,12980,99.01
Hariom Pipe Industries Limited,INE00EV01017,10190,45.08
Prudent Corporate Advisory Services Limited,INE00F201020,247,6.65
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5628,104.95
SWIGGY LIMITED,INE00H001014,224127,890.82
STOVE KRAFT LIMITED,INE00IN01015,8235,51.21
Craftsman Automation Limited,INE00LO01017,763,59.23
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,296629,738.85
Interarch Building Solutions Limited,INE00M901018,1851,39.89
Studds Accessories Limited,INE00Q601028,6457,34.68
DALMIA BHARAT LIMITED,INE00R701025,4534,97.81
Highway Infrastructure Limited,INE00RL01028,10639,6.26
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,34774,45.31
Manorama Industries Limited,INE00VM01036,5018,72.95
AFFLE 3I LIMITED,INE00WC01027,7604,140.75
Flair Writing Industries Limited,INE00Y201027,2508,8.10
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2332,12.53
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,2887,33.70
PRISM JOHNSON LIMITED.,INE010A01011,23315,33.35
Zydus Lifesciences Limited,INE010B01027,21632,210.53
Tejas Networks Limited,INE010J01012,154841,850.23
L&T Technology Services Limited,INE010V01017,5512,227.87
BALU FORGE INDUSTRIES LIMITED,INE011E01029,22852,113.25
Tega Industries Limited,INE011K01018,4014,78.04
ACC,INE012A01025,15636,288.36
R&B Denims Limited,INE012Q01021,41002,73.28
Onesource Specialty Pharma Limited,INE013P01021,2913,46.95
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,332,2.82
DABUR INDIA,INE016A01026,21782,115.99
CEINSYS TECH LIMITED,INE016Q01014,150,1.89
"Great Eastern Shipping Co. Ltd.,",INE017A01032,7729,92.91
LARSEN & TOU,INE018A01030,16816,644.29
