SEBI REPORT For Trade date 14-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,342536.22,
2,Fresh Exposure taken during the day,10832.77,
3,Exposure liquidated during the day,8420.61,
4,Net scripwise outstanding at the end of the day,344948.38,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17992,71.24
Reliance Industries Ltd,INE002A01018,89895,1277.56
SJVN LIMITED,INE002L01015,575682,567.35
Mahanagar Gas Limited,INE002S01010,19957,267.94
"Siemens Ltd.,",INE003A01024,16947,560.62
Protean eGov Technologies Limited,INE004A01022,63543,741.10
Avantel Limited,INE005B01027,316339,562.50
ASTRAL LIMITED,INE006I01046,7825,120.57
CRISIL Ltd.,INE007A01025,2143,107.39
Geojit Financial Services Limited,INE007B01023,43898,47.62
Fedbank Financial Services Limited,INE007N01010,42950,61.67
IDBI LTD,INE008A01015,942877,898.93
Infosys Ltd,INE009A01021,116589,1782.27
Bikaji Foods International Limited,INE00E101023,13092,101.92
Hariom Pipe Industries Limited,INE00EV01017,12579,58.26
Prudent Corporate Advisory Services Limited,INE00F201020,1354,35.70
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4432,70.26
SWIGGY LIMITED,INE00H001014,226757,971.08
STOVE KRAFT LIMITED,INE00IN01015,8270,54.20
Craftsman Automation Limited,INE00LO01017,536,36.24
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,253649,717.73
Interarch Building Solutions Limited,INE00M901018,243,5.82
DALMIA BHARAT LIMITED,INE00R701025,7915,171.91
Highway Infrastructure Limited,INE00RL01028,1083,0.86
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,36732,51.72
Manorama Industries Limited,INE00VM01036,8215,117.40
AFFLE 3I LIMITED,INE00WC01027,11192,212.56
Flair Writing Industries Limited,INE00Y201027,3698,12.12
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,16,0.10
Entero Healthcare Solutions Limited,INE010601016,902,10.43
PRISM JOHNSON LIMITED.,INE010A01011,13435,21.59
Zydus Lifesciences Limited,INE010B01027,23140,233.86
Tejas Networks Limited,INE010J01012,127477,881.47
L&T Technology Services Limited,INE010V01017,4892,211.56
BALU FORGE INDUSTRIES LIMITED,INE011E01029,4279,27.19
Tega Industries Limited,INE011K01018,6103,123.87
ACC,INE012A01025,101249,1842.29
Onesource Specialty Pharma Limited,INE013P01021,1568,30.62
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,340,3.11
MANAKSIA LIMITED,INE015D01022,29,0.02
