SEBI REPORT For Trade date 12-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
"Great Eastern Shipping Co. Ltd.,",INE017A01032,8498,101.97
LARSEN & TOU,INE018A01030,20756,795.13
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,16204,136.17
JSW SL,INE019A01038,11149,132.27
Himadri Speciality Chemical Ltd.,INE019C01026,69876,343.62
STANLEY LIFESTYLES LIMITED,INE01A001028,3398,7.86
Antony Waste Handling Cell Limited,INE01BK01022,4202,23.81
Vishal Mega Mart Limited,INE01EA01019,280710,389.81
Ritco Logistics Limited,INE01EG01016,83,0.24
Baazar Style Retail Limited,INE01FR01028,113503,395.10
Sky Gold And Diamonds Limited,INE01IU01018,18286,64.74
eMudhra Limited,INE01QM01018,12529,74.65
Vikran Engineering Limited,INE01R501028,541905,535.45
Canara HSBC Life Insurance Company Limited,INE01TY01017,11769,17.49
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,597217,2289.97
Asian Paints Ltd.,INE021A01026,14621,384.86
Dodla Dairy Limited,INE021O01019,358,4.59
ASIAN GRANITO INDIA LIMITED,INE022I01019,18669,13.37
Indian Energy Exchange Limited,INE022Q01020,257545,376.69
Nalwa Sons Investment Ltd,INE023A01030,32,2.04
Aeroflex Industries Limited,INE024001021,39893,78.81
SHILCHAR TEC,INE024F01011,2431,91.82
GRAVITA INDIA LIMITED,INE024L01027,13521,238.96
Goldiam International Ltd.,INE025B01025,47754,183.88
Artemis Medicare Services Limited,INE025R01021,2611,7.19
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,120816,237.62
RASHTRIYA CH,INE027A01015,229156,372.15
Max Healthcare Institute Limited,INE027H01010,26681,304.50
Bank Of Baroda,INE028A01039,141589,410.50
BHARAT PETRO,INE029A01011,81077,298.11
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1920,12.22
Anmol India Limited,INE02AR01019,3200,0.38
Raymond Lifestyle Limited,INE02ID01020,10029,117.21
Azad Engineering Limited,INE02IJ01035,21368,368.52
Borosil Scientific Limited,INE02L001032,282,0.35
Fino Payments Bank Limited,INE02NC01014,22011,56.83
Borosil Limited,INE02PY01013,6524,21.96
Brainbees Solutions Limited,INE02RE01045,43405,146.06
WONDER ELECTRICALS LIMITED,INE02WG01024,7543,12.55
Electronics Mart India Limited,INE02YR01019,54161,76.25
Corona Remedies Limited,INE02ZQ01018,16,0.24
"Hindustan Unilever Ltd.,",INE030A01027,13317,330.48
Housing &Urban Development Corporation Ltd.,INE031A01017,591959,1324.13
Ajanta Pharma Ltd.,INE031B01049,875,24.28
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,772659,939.08
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,19563,70.50
Arvind SmartSpaces Limited,INE034S01021,4212,29.15
SOTL,INE035D01020,1269,5.73
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,7774,10.35
KARUR VYSYA,INE036D01028,23635,64.82
Concord Enviro Systems Limited,INE037Z01029,455,2.46
Hindalco Industries Ltd.,INE038A01020,34658,308.13
T.V.Today Network Limited,INE038F01029,1240,1.78
IFCI LTD,INE039A01010,892234,554.78
"Jamna Auto Industries Ltd.,",INE039C01032,81192,97.42
JASH ENGINEERING LIMITED,INE039O01029,7009,35.28
Jubilant Agri and Consumer Products Limited,INE03CC01015,95,1.86
Max Estates Limited,INE03EI01018,3180,14.64
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4676,16.38
Brigade Hotel Ventures Limited,INE03NU01014,2114,1.81
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2297,21.66
Cohance Lifesciences Limited,INE03QK01018,13471,78.72
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,200318,1940.78
Mayur Uniquoters ltd.,INE040D01038,3305,19.15
SUZLON ENERGY LTD.,INE040H01021,7298936,4122.16
"Dhampur Sugar Mills Ltd.,",INE041A01016,44688,63.89
Escorts Kubota Limited,INE042A01014,3960,147.55
GTL Ltd,INE043A01012,387,0.03
Vijaya Diagnostic Centre Limited,INE043W01024,2633,26.41
Sun Pharmaceutical Industries Ltd.,INE044A01036,23962,403.32
Paras Defence and Space Technologies Limited,INE045601023,36761,260.35
ADOR WELDING,INE045A01017,142,1.67
Nelco Ltd,INE045B01015,9287,77.74
Fineotex Chemical Limited,INE045J01034,133641,38.24
Reliance Industrial Infrastructure,INE046A01015,5824,53.48
Muthoot Microfin Limited,INE046W01019,4634,7.88
GRASIM INDUS,INE047A01021,3738,106.89
JAGSONPAL PH,INE048B01035,4255,10.33
Navin Fluorent International Ltd,INE048G01026,4717,305.79
"Himatsingka Seide Ltd.,",INE049A01027,64914,85.93
Wockhardt Ltd,INE049B01025,78525,1123.18
SBC EXPORTS LIMITED,INE04AK01028,481047,122.25
KPIT Technologies Ltd,INE04I401011,48064,524.63
ETHOS LIMITED,INE04TZ01018,529,14.98
Seshaasai Technologies Limited,INE04VU01023,1426,4.36
Prakash Pipes Limited,INE050001010,3882,16.81
Elin Electronics Limited,INE050401020,1305,2.81
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3549,66.30
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6881,94.35
Rane (Madras)  Ltd.,INE050H01012,2259,17.99
Vardhman Special Steels Ltd,INE050M01012,1850,5.52
Vakrangee Softwares Ltd.,INE051B01021,13950,1.31
Windsor Machines Limited,INE052A01021,1385,4.30
Camlin Fine Sciences Ltd,INE052I01032,11342,19.06
BEST AGROLIFE LIMITED,INE052T01021,3377,0.88
Indian Hotels Co. Ltd,INE053A01029,79240,580.96
Indian Railway Finance Corporation,INE053F01010,1876563,2467.62
"V.I.P. Industries Ltd.,",INE054A01027,13700,58.39
Waterbase Limited,INE054C01015,29202,15.47
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8098,156.19
Cyient DLM Limited,INE055S01018,29014,132.95
IVALUE INFOSOLUTIONS LIMITED,INE056801025,196,0.55
Refex Industries Limited,INE056I01025,24355,69.34
Sanofi India Ltd,INE058A01010,897,40.90
"Cipla Ltd.,",INE059A01026,21916,324.27
La Opala RG Ltd.,INE059D01020,5616,13.82
Hindware Home Innovation Limited,INE05AN01011,3052,9.25
Ratnaveer Precision Engineering Limited,INE05CZ01011,10401,16.58
Indogulf Cropsciences Limited,INE05J901018,419,0.48
Likhitha Infrastructure Limited,INE060901027,599,1.81
Navneet Education Limited,INE060A01024,8209,12.52
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,19422,181.65
"State Bank Of India,",INE062A01020,67971,708.16
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,5615,73.31
Equitas Small Finance Bank Limited,INE063P01018,156711,103.87
TIMES GROUP,INE064A01026,525032,1754.31
Trident Ltd.,INE064C01022,1230766,357.15
AEROFLEX ENTERPRISES LIMITED,INE065D01027,3751,3.90
Indegene Limited,INE065X01017,9359,51.77
Eicher Motors Ltd.,INE066A01021,1652,115.28
Hindustan Aeronautics Limited,INE066F01020,111252,5080.56
Wonderla Holidays Limited,INE066O01014,2840,18.39
Inox Wind Limited,INE066P01011,425700,629.14
CG Power and Industrial Solutions Limited,INE067A01029,68384,478.10
CANTABIL RETAIL INDIA LIMITED,INE068L01024,26018,67.01
Gland Pharma Limited,INE068V01023,2633,49.91
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,4316,5.44
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,2660,5.80
INDIQUBE SPACES LIMITED,INE06ST01018,957,2.21
LAXMI INDIA FINANCE LIMITED,INE06WU01026,13956,16.37
Gem Aromatics Limited,INE06XZ01023,4679,8.34
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,30106,64.06
SHREE CEMENT,INE070A01015,377,102.99
Jai Corp Limited,INE070D01027,29995,46.32
INSECTCID,INE070I01018,101,0.83
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,2752,43.63
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3707,36.57
Sona BLW Precision Forgings Limited,INE073K01018,52130,268.65
Praj Industries Ltd.,INE074A01025,143260,585.26
Paramount Communications Ltd.,INE074B01023,101433,49.07
WIPRO LTD.,INE075A01022,311444,751.04
G M BREWERIE,INE075D01018,3983,48.52
HealthCare Global Enterprises Limited,INE075I01017,1373,8.76
SIYAR SILK M,INE076B01028,5030,34.45
IFB Agro Industries Ltd,INE076C01018,17,0.22
GOCL Corporation Limited ,INE077F01035,393,1.45
Vikram Solar Limited,INE078V01014,73722,188.10
Ambuja Cements Ltd.,INE079A01024,76253,427.28
Gateway Distriparks Limited,INE079J01017,68630,44.69
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,66014,246.30
Easy Trip Planners Limited,INE07O001026,1420860,178.75
NDR Auto Components Limited,INE07OG01012,413,3.92
Supriya Lifescience Limited,INE07RO01027,9341,69.88
Pavna Industries Limited,INE07S101038,6887,1.81
Restaurant Brands Asia Limited,INE07T201019,254915,178.60
IRM ENERGY LIMITED,INE07U701015,9506,30.65
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1064,214.37
LLOYDS ENTERPRISES LIMITED,INE080I01025,3089274,2377.79
TATA IORN AN,INE081A01020,388240,718.03
"Kopran Ltd.,",INE082A01010,4625,7.09
Morepen Laboratories Ltd.,INE083A01026,237082,122.27
Themis Medicare Ltd.,INE083B01024,1597,2.15
BANK OF INDI,INE084A01016,246349,375.45
Amanta Healthcare Limited,INE084K01015,28,0.04
WeWork India Management Limited,INE085001019,1197,7.39
CHAMBAL FERT,INE085A01013,737176,3271.77
Thangamayil Jewellery Limited,INE085J01014,806,31.65
"Electrosteel Castings Ltd.,",INE086A01029,262055,252.83
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,790667,243.21
Paradeep Phosphates Limited,INE088F01024,459551,769.15
DR.REDDY'S L,INE089A01031,11518,145.49
Sterlite Technologies Limited.,INE089C01029,42001,58.21
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,17946,21.25
Krsnaa Diagnostics Limited,INE08LI01020,820,6.40
M & B ENGINEERING LIMITED,INE08N601015,9772,38.39
SANSTAR LIMITED,INE08NE01025,5911,5.72
Samhi Hotels Limited,INE08U801020,58460,116.93
Greenpanel Industries Limited,INE08ZM01014,4482,12.24
Scoda Tubes Limited,INE090501011,14628,24.79
ICICI Bank Ltd.,INE090A01021,27108,379.16
Jai Balaji Industries Limited,INE091G01026,95055,78.53
TATA CHEMICA,INE092A01019,84221,654.96
INDIA NIPP E,INE092B01025,159,1.35
IDFC FIRST BANK LIMITED,INE092T01019,751954,588.54
Hexaware Technologies Limited,INE093A01041,14637,91.92
OBEROI REALTY LIMITED,INE093I01010,3552,61.19
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,234305,145.99
HINDUSTAN PE,INE094A01015,82846,381.78
Kolte-Patil Developers Ltd,INE094I01018,3992,13.58
UTI Asset Management Company Limited,INE094J01016,7777,98.66
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,33333,310.89
NBCC (India) Limited,INE095N01031,687561,742.61
NUCLEU SOF E,INE096B01018,441,4.68
Amrutanjan Health Care Limited,INE098F01031,312,2.26
Mishra Dhatu Nigam Limited,INE099Z01011,50919,195.45
Aarti Surfactants Limited,INE09EO01013,102,0.41
Gujarat Fluorochemicals Limited,INE09N301011,2096,74.39
Indigo Paints Limited,INE09VQ01012,1228,14.42
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,4174,20.33
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,195131,149.92
Ceigall India Limited,INE0AG901020,5382,15.60
Hemisphere Properties India Limited,INE0AJG01018,54534,82.06
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,172,3.12
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1327,6.01
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,316,0.58
Bansal Wire Industries Limited,INE0B9K01025,2751,8.56
Go Fashion (India) Limited,INE0BJS01011,9669,52.65
Premier Energies Limited,INE0BS701011,716802,7239.58
C.E. Info Systems Limited,INE0BV301023,4732,81.46
Aether Industries Limited,INE0BWX01014,5746,52.99
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,5022,9.34
Jubilant Ingrevia Limited,INE0BY001018,10114,73.62
Oswal Pumps Limited,INE0BYP01024,46538,231.31
Urban Company Limited,INE0CAZ01013,28754,37.44
Mukka Proteins Limited,INE0CG401037,31042,11.92
Knowledge Marine & Engineering Works Limited,INE0CJD01029,755,13.56
Western Carriers (India) Limited,INE0CJF01024,32841,43.19
RateGain Travel Technologies Limited,INE0CLI01024,2123427,13029.38
Meghmani Organics Limited,INE0CT101020,535031,386.00
GMR Power and Urban Infra Limited,INE0CU601026,53165,63.80
Anthem Biosciences Limited,INE0CZ201020,8635,61.07
Sigachi Industries Limited,INE0D0K01022,289853,100.13
India Pesticides Limited,INE0D6701023,31215,63.04
Ksolves India Limited,INE0D6I01023,255,0.92
RailTel Corporation of India Limited,INE0DD101019,145395,560.57
PIRAMAL PHARMA LIMITED,INE0DK501011,270598,529.12
Fairchem Organics Limited,INE0DNW01011,1643,16.77
Nureca Limited,INE0DSF01015,361,1.02
INNOVA CAPTAB LIMITED,INE0DUT01020,767,6.78
Syrma SGS Technology Limited,INE0DYJ01015,87782,676.59
Wakefit Innovations Limited,INE0E7301029,300,0.65
HMA Agro Industries Limited,INE0ECP01024,476,0.15
TARC LIMITED,INE0EK901012,42725,72.63
Network People Services Technologies Limited,INE0FFK01017,1231,23.20
Deep Industries Limited,INE0FHS01024,14109,63.73
Motisons Jewellers Limited,INE0FRK01020,381702,69.41
Motherson Sumi Wiring India Limited,INE0FS801015,343660,154.81
Markolines Pavement Technologies Limited,INE0FW001016,2800,4.61
EPACK Durable Limited,INE0G5901015,950417,3692.47
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,4354,55.26
HP Adhesives Limited,INE0GSL01024,1027,0.53
ALL TIME PLASTICS LIMITED,INE0GV601021,228,0.62
Windlas Biotech Limited,INE0H5O01029,865,7.49
ArisInfra Solutions Limited,INE0H9P01028,21083,25.02
Fabtech Technologies Limited,INE0HF201011,3715,7.55
One Mobikwik Systems Limited,INE0HLU01028,71017,171.30
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,295499,508.17
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2410,7.20
Le Travenues Technology Limited,INE0HV901016,30537,78.67
Dhampur Bio Organics Limited,INE0I3401014,7,0.01
Latent View Analytics Limited,INE0I7C01011,19989,90.87
Capillary Technologies India Limited,INE0ILV01024,2590,15.77
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,18661,47.69
Veranda Learning Solutions Limited,INE0IQ001011,1395,3.01
Data Patterns (India) Limited,INE0IX101010,19291,512.15
Rashi Peripherals Limited,INE0J1F01024,5744,19.15
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,106029,978.77
Honasa Consumer Limited,INE0J5401028,16816,49.45
Jeena Sikho Lifecare Limited,INE0J5801029,9638,68.17
Venus Pipes & Tubes Limited,INE0JA001018,6399,86.54
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,20395,144.78
Sanathan Textiles Limited,INE0JPD01013,108,0.52
YATRA ONLINE LIMITED,INE0JR601024,19765,32.99
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1319,5.99
Harsha Engineers International Limited,INE0JUS01029,300652,1247.56
Garuda Construction and Engineering Limited,INE0JVO01026,9543,18.82
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,47470,245.71
Eureka Forbes Limited,INE0KCE01017,100003,520.71
Signpost India Limited,INE0KGZ01021,154,0.32
Rhetan TMT Limited,INE0KKN01029,59031,15.32
DCX Systems Limited,INE0KL801015,108235,251.21
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,416,0.87
Bajel Projects Limited,INE0KQN01018,575,1.01
Gopal Snacks Limited,INE0L9R01028,15509,52.81
Avalon Technologies Limited,INE0LCL01028,4708,49.30
Ather Energy Limited,INE0LEZ01016,16915,120.51
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,63141,148.22
Cello World Limited,INE0LMW01024,7725,48.77
IKIO Technologies Limited,INE0LOJ01019,4848,13.04
Physicswallah Limited,INE0LP301011,210050,253.09
Aarti Pharmalabs Limited,INE0LRU01027,8870,75.24
Quadrant Future Tek Limited,INE0LRY01011,28346,103.54
Ola Electric Mobility Limited,INE0LXG01040,1327523,482.14
REDTAPE Limited,INE0LXT01019,38763,54.37
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,11588,17.57
J.G.Chemicals Limited,INE0MB501011,5491,23.55
REGAAL RESOURCES LIMITED,INE0MHO01029,1526,1.16
Pyramid Technoplast Limited,INE0MIS01010,241,0.36
Epack Prefab Technologies Limited,INE0MLS01022,9806,26.19
TRUALT BIOENERGY LIMITED,INE0MWH01014,4178,17.34
Udayshivakumar infra limited,INE0N0Y01013,3735,0.96
Rishabh Instruments Limited,INE0N2P01017,155,0.66
BEML Land Assets Limited,INE0N7W01012,1169,2.50
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1273,6.34
BLS E-Services Limited,INE0NLT01010,1247,2.13
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,615333,271.12
R K Swamy Limited,INE0NQ801033,18,0.02
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,27722,936.76
Kross Limited,INE0O6601022,10162,21.75
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,857,2.18
Rossell Techsys Limited,INE0OJW01016,1976,14.94
NTPC GREEN ENERGY LIMITED,INE0ONG01011,497175,495.38
Deepak Builders and Engineers India Limited,INE0OPA01019,1386,1.63
EMS LIMITED,INE0OV601013,29600,145.78
Shipping Corporation of India Land and Assets Limited,INE0PB301013,33822,16.94
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,312,0.99
Orient Technologies Limited,INE0PPK01015,7195,26.77
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,150,0.13
Platinum Industries Limited,INE0PT501018,4391,12.59
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,14477,119.33
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,259,3.99
International Gemmological Institute India Limited,INE0Q9301021,14245,51.38
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,1,0.01
Sudeep Pharma Limited,INE0QPI01025,1113,7.48
ARKADE DEVELOPERS LIMITED,INE0QRL01017,25897,41.11
Denta Water and Infra Solutions Limited,INE0R4L01018,6128,20.51
SRM CONTRACTORS LIMITED,INE0R6Z01013,312,1.52
PATEL RETAIL LIMITED,INE0R8B01010,1903,4.20
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,11146,88.54
Gala Precision Engineering Limited,INE0RE001014,85,0.78
Tolins Tyres Limited,INE0RWQ01014,2474,4.28
Stallion India Fluorochemicals Limited,INE0RYC01010,33,0.13
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,7073,3.35
Pace Digitek Limited,INE0S3G01027,21011,41.17
CRIZAC LIMITED,INE0S4R01014,29046,80.81
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,14190,115.30
VMS TMT LIMITED,INE0SJA01013,21,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,10403,49.08
Glottis Limited,INE0TQE01026,6327,3.46
Solarworld Energy Solutions Limited,INE0TY101024,11872,28.54
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,971,9.14
Bluspring Enterprises Limited,INE0U4101014,23994,19.46
Digitide Solutions Limited,INE0U4701011,20553,38.63
BlackBuck Limited,INE0UIZ01018,4529,29.20
Sanofi Consumer Healthcare India Limited,INE0UOS01011,63,2.97
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,575,0.62
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,14725,359.76
CARRARO INDIA LIMITED,INE0V7W01012,841,4.43
Sri Lotus Developers and Realty Limited,INE0V9Q01010,73181,128.47
Meesho Limited,INE0VDM01015,2416,3.70
Dev Accelerator Limited,INE0VOV01021,1200,0.47
Sagility Limited,INE0W2G01015,1354125,687.68
Laxmi Dental Limited,INE0WO601020,5511,14.65
Midwest Limited,INE0XAD01024,3216,47.18
ANLON HEALTHCARE LIMITED,INE0Y8W01017,80,0.10
Jain Resource Recycling Limited,INE0YD401026,31274,127.54
Atlanta Electricals Limited,INE0Z4F01028,889,7.70
ATUL LTD.,INE100A01010,650,46.66
"W.S. Industries (India) Ltd.,",INE100D01014,28,0.02
Mahindra & Mahindra Ltd.,INE101A01026,29124,1054.49
Granules India Ltd.,INE101D01020,31302,181.92
Afcons Infrastructure Limited,INE101I01011,25636,96.76
HLV LIMITED,INE102A01024,5650,0.82
Choice International Ltd,INE102B01014,401779,3047.36
Godrej Consumer Products Ltd.,INE102D01028,4385,54.52
Allied Digital Services Limited,INE102I01027,7018,13.96
MANGALORE RE,INE103A01014,143983,254.80
SMC Global Securities Limited,INE103C01036,216,0.15
TRAVEL FOOD SERVICES LIMITED,INE103V01028,112,1.38
TVS Holdings Limited,INE105A01035,198,29.06
RPG Life Sciences Limited,INE105J01010,158,3.67
HI-TECH PIPES LIMITED,INE106T01025,325640,319.62
TAMILNADU NE,INE107A01015,14302,23.86
Wanbury Limited,INE107F01022,10,0.03
Awfis Space Solutions Limited,INE108V01019,9427,52.21
SHIPPING COR,INE109A01011,161838,408.43
ARMAN FIN,INE109C01017,465,7.02
Mindteck (India) Ltd,INE110B01017,1094,2.46
CONTAIN CORP,INE111A01025,88183,498.46
FINANC TECHN,INE111B01023,679,5.68
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,100,0.47
PDS LIMITED,INE111Q01021,3588,12.69
Metropolis Healthcare Limited,INE112L01020,1093,21.90
GUJ NARMADA,INE113A01013,51830,272.98
STEEL AUTHOR,INE114A01011,333899,504.58
Lic Housing Finance Ltd.,INE115A01026,96223,565.30
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,805,14.09
Apcotex Industries Limited,INE116A01032,138,0.49
ABB Ltd.,INE117A01022,6166,347.87
BAJ HOLD INV,INE118A01012,2093,244.81
Nuvoco Vistas Corporation Limited,INE118D01016,17436,65.62
PARK MEDI WORLD LIMITED,INE119201023,58694,97.24
Balrampur Chini Mills Ltd.,INE119A01028,12446,62.75
Carborundum Universal Ltd.,INE120A01034,5019,46.48
CHOL INV FN,INE121A01024,9943,167.15
JSW Energy Limited,INE121E01018,75117,392.50
INDUS TOWERS LIMITED,INE121J01017,38751,163.48
Amagi Media Labs Limited,INE121R01077,2605,10.10
"MMTC Ltd.,",INE123F01029,161664,111.49
SBI Life Insurance Company Limited,INE123W01016,1393,24.90
Steelcast Ltd.,INE124E01038,350,0.75
DELTA CORP,INE124G01033,247838,215.12
"E.I.D. Parry (India) Ltd.,",INE126A01031,5129,51.46
APOLLO PIPES LIMITED,INE126J01016,2583,9.44
HDFC Asset Management Company Limited,INE127D01025,10372,290.43
Goodluck India Limited,INE127I01024,7166,83.59
K.P. Energy Limited,INE127T01021,31679,117.21
Eveready Industries India Ltd.,INE128A01029,19720,70.81
Five-Star Business Finance Ltd.,INE128S01021,35783,185.88
Archean Chemical Industries Limited,INE128X01021,4585,29.00
GAIL INDIA,INE129A01019,529335,919.32
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,43309,45.72
Fujiyama Power Systems Limited,INE12UR01024,698,1.48
Gujarat Mineral Development Corpora,INE131A01031,166803,851.12
Relaxo Footwears Ltd.,INE131B01039,14559,64.81
Aurionpro Solutions Ltd.,INE132H01018,5096,56.91
Akzo Nobel India Limited,INE133A01011,1810,57.90
TILAKNAG IND,INE133E01013,43179,203.32
IFGL Refractories Limited,INE133Y01011,764,1.67
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,802,0.86
Power Finance Corporation Ltd,INE134E01011,299068,1219.04
Cyient Limited,INE136B01020,21200,258.42
Neogen Chemicals Limited,INE136S01016,1964,27.85
