SEBI REPORT For Trade date 24-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,350737.13,
2,Fresh Exposure taken during the day,6552.55,
3,Exposure liquidated during the day,6742.00,
4,Net scripwise outstanding at the end of the day,350547.67,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17515,69.57
Reliance Industries Ltd,INE002A01018,86878,1244.48
SJVN LIMITED,INE002L01015,590751,575.01
Mahanagar Gas Limited,INE002S01010,21874,290.40
"Siemens Ltd.,",INE003A01024,13179,440.23
Protean eGov Technologies Limited,INE004A01022,71851,807.72
Avantel Limited,INE005B01027,319061,560.40
ASTRAL LIMITED,INE006I01046,8733,133.58
CRISIL Ltd.,INE007A01025,2285,113.80
Geojit Financial Services Limited,INE007B01023,43053,46.96
Fedbank Financial Services Limited,INE007N01010,43920,63.11
IDBI LTD,INE008A01015,1004451,967.88
Infosys Ltd,INE009A01021,88054,1357.97
Bikaji Foods International Limited,INE00E101023,13726,106.47
Hariom Pipe Industries Limited,INE00EV01017,12272,56.75
Prudent Corporate Advisory Services Limited,INE00F201020,1552,40.59
ACUTAAS CHEMICALS LIMITED,INE00FF01025,2722,40.98
SWIGGY LIMITED,INE00H001014,228795,975.67
STOVE KRAFT LIMITED,INE00IN01015,7505,48.95
Craftsman Automation Limited,INE00LO01017,564,38.04
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,245122,686.31
Interarch Building Solutions Limited,INE00M901018,331,8.40
DALMIA BHARAT LIMITED,INE00R701025,7750,168.28
Highway Infrastructure Limited,INE00RL01028,1134,0.89
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,36352,51.23
Manorama Industries Limited,INE00VM01036,7628,109.81
AFFLE 3I LIMITED,INE00WC01027,11175,212.50
Flair Writing Industries Limited,INE00Y201027,3291,10.78
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,396,2.66
Entero Healthcare Solutions Limited,INE010601016,929,10.73
PRISM JOHNSON LIMITED.,INE010A01011,12210,19.34
Zydus Lifesciences Limited,INE010B01027,25607,256.46
Tejas Networks Limited,INE010J01012,129286,884.64
L&T Technology Services Limited,INE010V01017,3905,172.92
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3106,19.76
Tega Industries Limited,INE011K01018,6899,138.87
ACC,INE012A01025,98965,1799.04
Onesource Specialty Pharma Limited,INE013P01021,1082,21.52
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,286,2.59
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,46764,249.71
"Great Eastern Shipping Co. Ltd.,",INE017A01032,46259,493.13
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,20044,741.42
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,10658,95.81
JSW SL,INE019A01038,20082,234.21
Himadri Speciality Chemical Ltd.,INE019C01026,86358,421.65
STANLEY LIFESTYLES LIMITED,INE01A001028,1068,3.24
Antony Waste Handling Cell Limited,INE01BK01022,4716,27.46
Vishal Mega Mart Limited,INE01EA01019,317964,455.40
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,8796,27.73
Sky Gold And Diamonds Limited,INE01IU01018,16991,59.58
eMudhra Limited,INE01QM01018,10728,73.27
Vikran Engineering Limited,INE01R501028,74522,80.44
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,610572,2385.44
Asian Paints Ltd.,INE021A01026,11079,307.48
Dodla Dairy Limited,INE021O01019,1644,21.45
ASIAN GRANITO INDIA LIMITED,INE022I01019,7830,5.40
Indian Energy Exchange Limited,INE022Q01020,154117,249.19
Aeroflex Industries Limited,INE024001021,80008,152.74
GRAVITA INDIA LIMITED,INE024L01027,15181,276.84
Goldiam International Ltd.,INE025B01025,56859,231.97
Artemis Medicare Services Limited,INE025R01021,2502,7.70
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,102924,210.46
RASHTRIYA CH,INE027A01015,257833,432.12
Max Healthcare Institute Limited,INE027H01010,22729,277.13
Bank Of Baroda,INE028A01039,145274,401.99
BHARAT PETRO,INE029A01011,57519,205.40
Kalyani Investment Company Limited,INE029L01018,1,0.06
ROSSARI BIOTECH LIMITED,INE02A801020,2431,16.52
Axita Cotton Limited,INE02EZ01022,3121,0.31
Raymond Lifestyle Limited,INE02ID01020,9175,114.89
Azad Engineering Limited,INE02IJ01035,22630,393.84
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,9507,26.33
Borosil Limited,INE02PY01013,5212,18.77
Brainbees Solutions Limited,INE02RE01045,45828,171.73
WONDER ELECTRICALS LIMITED,INE02WG01024,11603,19.06
Electronics Mart India Limited,INE02YR01019,57142,87.27
"Hindustan Unilever Ltd.,",INE030A01027,15753,396.69
Housing &Urban Development Corporation Ltd.,INE031A01017,305002,747.93
Ajanta Pharma Ltd.,INE031B01049,2583,66.86
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1008038,1323.94
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,20227,69.56
Arvind SmartSpaces Limited,INE034S01021,4127,29.03
SOTL,INE035D01020,1019,4.77
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,47822,55.09
KARUR VYSYA,INE036D01028,13496,29.40
Concord Enviro Systems Limited,INE037Z01029,1141,6.11
Hindalco Industries Ltd.,INE038A01020,42922,337.13
T.V.Today Network Limited,INE038F01029,291,0.62
IFCI LTD,INE039A01010,528238,318.12
"Jamna Auto Industries Ltd.,",INE039C01032,105850,110.16
JASH ENGINEERING LIMITED,INE039O01029,8396,42.51
Max Estates Limited,INE03EI01018,2607,12.37
Go Digit General Insurance Limited,INE03JT01014,7924,28.58
Brigade Hotel Ventures Limited,INE03NU01014,3984,3.41
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1713,16.46
Cohance Lifesciences Limited,INE03QK01018,14159,106.59
Chemcon Speciality Chemicals Limited,INE03YM01018,193,0.48
HDFC Bank Ltd.,INE040A01034,93485,940.80
Mayur Uniquoters ltd.,INE040D01038,296,1.73
SUZLON ENERGY LTD.,INE040H01021,6995095,4272.95
"Dhampur Sugar Mills Ltd.,",INE041A01016,48615,71.61
Escorts Kubota Limited,INE042A01014,4875,180.12
Vijaya Diagnostic Centre Limited,INE043W01024,2028,20.77
Sun Pharmaceutical Industries Ltd.,INE044A01036,14818,242.63
Paras Defence and Space Technologies Limited,INE045601023,28192,210.63
ADOR WELDING,INE045A01017,21496,232.30
Nelco Ltd,INE045B01015,11703,103.20
Fineotex Chemical Limited,INE045J01034,156185,48.63
Reliance Industrial Infrastructure,INE046A01015,7247,67.87
Muthoot Microfin Limited,INE046W01019,6519,10.97
GRASIM INDUS,INE047A01021,7782,215.72
JAGSONPAL PH,INE048B01035,9880,23.61
Navin Fluorent International Ltd,INE048G01026,1046,55.48
"Himatsingka Seide Ltd.,",INE049A01027,96912,132.34
Wockhardt Ltd,INE049B01025,71947,1025.93
